layer,signal,dataset,date,year,stock_id,stock_name,industry_category,risk_level,risk_label,risk_reasons,ret_20d,signal_day_ret_1d,next_open_gap,avg_amount_20d,t1_open_excess_20d,t1_open_excess_60d,right_tail_20_ge20,right_tail_60_ge50
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-03-19,2026,8155,博智,電子零組件業,3,Level 3 暫不追 / 風險 veto,next_open_gap>5%;signal_day_ret_1d>9% & next_open_gap>3%,0.2334096109839816,0.1,0.0556586270871986,376139825.05,0.2766938952348168,0.0876091625774768,True,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-03-24,2026,6584,南俊國際,電子零組件業,1,Level 1 追高警戒 / 可看但不要追,signal_day_ret_1d>4%,0.2413793103448276,0.0526315789473683,-0.0185185185185184,602143083.4,0.2008921251905897,-0.1579172729889291,True,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-04-14,2026,3443,創意,電子工業,3,Level 3 暫不追 / 風險 veto,signal_day_ret_1d>9% & next_open_gap>3%,0.3347921224613337,0.0990990989295126,0.0327868854942732,6520035526.25,0.4631107887178816,,True,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-04-14,2026,4908,前鼎,通信網路業,2,Level 2 高追高 / 只觀察,ret_20d>27%,0.3443396226415094,0.0070671378091873,-0.0105263157894737,957138721.75,0.5541273373229749,,True,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-04-14,2026,4979,華星光,通信網路業,1,Level 1 追高警戒 / 可看但不要追,signal_day_ret_1d>4%,0.207970112079701,0.043010752688172,0.002061855670103,5080709397.0,0.0639338341271076,,False,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-04-15,2026,3090,日電貿,電子零組件業,0,Level 0 正常候選 / 可以研究,none,0.1358811040339702,0.0046948356807512,0.0046728971962617,430085465.3,0.2008843560194568,,True,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-04-15,2026,3450,聯鈞,電子工業,2,Level 2 高追高 / 只觀察,signal_day_ret_1d>9%,0.193436960945855,0.0985691577067311,0.0,5023099507.8,0.0246719241704579,,False,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-04-16,2026,6173,信昌電,電子零組件業,2,Level 2 高追高 / 只觀察,signal_day_ret_1d>9%,0.2411242603550298,0.0996068152031455,0.0047675804529201,396093592.05,0.8683072263605277,,True,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-04-16,2026,6488,環球晶,半導體業,1,Level 1 追高警戒 / 可看但不要追,signal_day_ret_1d>4%,0.1986681465038846,0.0465116279069768,-0.011111111111111,2135243459.45,0.2062655613599279,,True,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-04-17,2026,2454,聯發科,電子工業,1,Level 1 追高警戒 / 可看但不要追,next_open_gap>1%,0.1127167630057803,0.0158311345646438,0.018181818181818,17228826115.3,0.5194551165551624,,True,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-04-17,2026,2478,大毅,電子零組件業,2,Level 2 高追高 / 只觀察,two_or_more_Level1_conditions,0.08885754583921,0.0404312668463611,0.0220207253886011,185539678.55,0.1302935583957769,,False,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-04-17,2026,8043,蜜望實,電子零組件業,1,Level 1 追高警戒 / 可看但不要追,ret_20d>25%,0.2627450980392156,0.0265674814027629,-0.0165631469979296,455086794.75,0.1044980811094051,,False,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-05-08,2026,1809,中釉,玻璃陶瓷,2,Level 2 高追高 / 只觀察,ret_20d>27%;two_or_more_Level1_conditions,0.3846153846153846,0.0434782608695651,0.0069444444444444,251804674.2,0.4384973043036904,,True,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-05-13,2026,3036,文曄,電子通路業,1,Level 1 追高警戒 / 可看但不要追,next_open_gap>1%,0.2483516505972942,0.030852994785727,0.0140845071442718,2895617292.15,-0.2095002294191836,,False,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-05-14,2026,3236,千如,電子零組件業,0,Level 0 正常候選 / 可以研究,none,0.1652173913043479,0.0347490347490346,-0.0261194029850747,256202120.7,0.5583967987444396,,True,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-05-29,2026,6548,長科*,半導體業,2,Level 2 高追高 / 只觀察,next_open_gap>3%;ret_20d>27%;two_or_more_Level1_conditions,0.321705426809501,0.0271084326408903,0.045454553491768,574590856.0,,,False,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-06-05,2026,2887,台新新光金,金融保險,0,Level 0 正常候選 / 可以研究,none,0.2016806722689075,0.0017513134851139,-0.0384615384615385,3799023480.8,,,False,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-06-26,2026,6213,聯茂,電子零組件業,2,Level 2 高追高 / 只觀察,next_open_gap>3%;two_or_more_Level1_conditions,0.2531645569620253,0.0206185567010308,0.0375180375180375,5154917700.7,,,False,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-04-14,2026,2493,揚博,電子零組件業,2,Level 2 高追高 / 只觀察,ret_20d>27%;two_or_more_Level1_conditions,0.3365384615384614,0.0651340996168583,0.0,223144316.6,-0.1408060776471766,,False,False
strict_candidate,candidate_a_repo50_c440_c5gt5,dedup_prefer_adjusted,2026-04-15,2026,2327,國巨*,電子工業,0,Level 0 正常候選 / 可以研究,none,0.2384615397130602,0.0320512817615779,-0.0062111794442498,9597713304.2,0.3033916240268708,,True,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-02-01,2023,3443,創意,電子工業,1,Level 1 追高警戒 / 可看但不要追,next_open_gap>1%,0.0767123287671232,0.0051150895140665,0.0152671755725191,4641500320.05,0.3306961817662361,0.4210118641168565,True,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-02-06,2023,5292,華懋,綠能環保,3,Level 3 暫不追 / 風險 veto,low_liquidity,0.0291858678955454,0.0029940119760478,-0.0022388059701493,389243.9,0.0588583076158053,0.2168300680437533,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-02-09,2023,6472,保瑞,化學生技醫療,2,Level 2 高追高 / 只觀察,ret_20d>27%;two_or_more_Level1_conditions,0.2738238843871523,0.027237352411175,0.0265151530086196,1909599378.3,-0.0235107137690735,0.452548895669104,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-03-27,2023,8478,東哥遊艇,運動休閒,3,Level 3 暫不追 / 風險 veto,next_open_gap>5%;signal_day_ret_1d>9% & next_open_gap>3%,0.3521126737892404,0.1000000002257772,0.0776515156102224,2773452608.2,-0.156200556025793,-0.06899166357231,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-03-29,2023,2731,雄獅,觀光餐旅,1,Level 1 追高警戒 / 可看但不要追,signal_day_ret_1d>4%,0.1507936478644218,0.0469314047408562,0.0034482775351456,614885607.5,0.2027073573826753,0.1303765909952842,True,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-04-10,2023,4763,材料*-KY,化學生技醫療,2,Level 2 高追高 / 只觀察,signal_day_ret_1d>9%;ret_20d>27%;two_or_more_Level1_conditions,0.281524926686217,0.0925,-0.0080091533180778,2203311559.35,0.2333961335061647,0.4620005395235187,True,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-04-13,2023,4169,泰宗,生技醫療業,3,Level 3 暫不追 / 風險 veto,low_liquidity,0.1402805611222444,0.0106571936056838,-0.0159929701230228,9409567.4,-0.0223403834936666,0.1624901748951423,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-05-24,2023,3032,偉訓,電子零組件業,1,Level 1 追高警戒 / 可看但不要追,next_open_gap>1%,0.1239837488977655,0.0146788905367905,0.0126582306512765,282058960.35,0.0303262056917026,0.1657065880974685,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-05-29,2023,3587,閎康,其他電子類,1,Level 1 追高警戒 / 可看但不要追,next_open_gap>1%,0.1428571437083268,0.0069930084982399,0.0115740713345724,175724719.5,-0.0016124217763871,0.4565108647466752,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-05-31,2023,5386,青雲,電腦及週邊設備業,3,Level 3 暫不追 / 風險 veto,low_liquidity,0.2844036895290884,0.0548977526762382,-0.009183699868816,25324709.1,0.1496298102721782,0.0682827885135239,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-06-01,2023,4979,華星光,通信網路業,2,Level 2 高追高 / 只觀察,signal_day_ret_1d>9%;two_or_more_Level1_conditions,0.2011385161639252,0.0989583295935709,0.0142180115688608,818449572.6,0.9175657243100284,1.4346786154669482,True,True
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-06-02,2023,6215,和椿,其他電子業,3,Level 3 暫不追 / 風險 veto,low_liquidity,0.1551724424812308,0.0060060239065247,0.0059701342047671,37366123.8,-0.125057705832929,-0.2117400018192082,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-06-02,2023,6831,邁科,電腦及週邊設備業,3,Level 3 暫不追 / 風險 veto,low_liquidity,0.1157495256166982,0.0103092783505154,-0.0003401360544217,1208086.25,0.1687216839924045,0.2041720210847484,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-06-06,2023,5292,華懋,綠能環保,3,Level 3 暫不追 / 風險 veto,low_liquidity,0.1962732919254657,0.0115546218487394,-0.0035306334371755,4331512.7,0.2881966416291983,0.1452419039592731,True,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-07-05,2023,3704,合勤控,電子工業,1,Level 1 追高警戒 / 可看但不要追,ret_20d>25%,0.260368670738238,0.0205223761821624,0.0054844611623963,515195154.85,-0.0679914743461021,-0.0308603114082509,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-07-17,2023,1519,華城,電機機械,2,Level 2 高追高 / 只觀察,ret_20d>27%;two_or_more_Level1_conditions,0.3853503167315342,0.0874999978134589,0.0045977023780086,1717045970.4,0.0742565754602193,0.3680910404008771,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-07-19,2023,2421,建準,電子零組件業,3,Level 3 暫不追 / 風險 veto,next_open_gap>5%,0.2638580931263858,0.0133333333333334,0.0526315789473683,2197334119.95,0.1881369759716166,-0.1695140703263955,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2023-08-01,2023,6531,愛普*,電子工業,0,Level 0 正常候選 / 可以研究,none,0.2231012639390788,0.0131061591361767,0.0,2559774790.5,-0.1180752211592835,-0.0062420494071877,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2024-01-04,2024,6412,群電,電子零組件業,0,Level 0 正常候選 / 可以研究,none,0.0696864116750677,0.030201337384426,0.0,120270666.95,-0.0578209166036976,-0.0180719603846988,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2024-03-08,2024,2211,長榮鋼,鋼鐵工業,0,Level 0 正常候選 / 可以研究,none,0.0425531922981201,0.0123966944436704,-0.0081632654549395,207960861.8,0.0350431282020215,0.137628469554335,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2024-05-02,2024,3234,光環,通信網路業,2,Level 2 高追高 / 只觀察,ret_20d>27%,0.3074935400516796,0.012,-0.0217391304347825,142305600.45,-0.078263568350498,-0.3194685578916159,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2024-05-03,2024,6419,京晨科,光電業,3,Level 3 暫不追 / 風險 veto,low_liquidity,0.3925925903910003,0.0666666595840972,-0.0066489345997936,19210658.4,0.8894878420445046,0.9133288652786744,True,True
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2024-06-04,2024,5522,遠雄,建材營造,1,Level 1 追高警戒 / 可看但不要追,signal_day_ret_1d>4%,0.130733937425951,0.0400843821713194,0.0,426160183.05,-0.2030436919073457,-0.1940037736050467,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2024-07-15,2024,8147,正淩,電子零組件業,0,Level 0 正常候選 / 可以研究,none,0.2044647079993944,0.0240549867395387,-0.0067114094877424,303213980.4,-0.092546173602254,-0.1190009692475896,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2024-10-22,2024,6231,系微,資訊服務業,0,Level 0 正常候選 / 可以研究,none,0.1420345497505599,0.0294117642876343,-0.0033613446945299,796655236.85,-0.1383610862692024,-0.3415846942665907,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2024-12-06,2024,6588,東典光電,通信網路業,3,Level 3 暫不追 / 風險 veto,low_liquidity,0.3967828663448134,0.0991561141944399,-0.0249520105688252,15073709.2,-0.2909957351206753,-0.1771320113995769,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2025-02-12,2025,6227,茂綸,電子通路業,0,Level 0 正常候選 / 可以研究,none,0.0590361450019001,0.0034246643790838,0.0011376547416988,105341200.4,0.2545406416539244,0.3647735559460221,True,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2025-02-13,2025,2059,川湖,電子工業,0,Level 0 正常候選 / 可以研究,none,0.102310231045128,0.0090634439315759,-0.0059880238360846,1560418516.75,0.2001590666193475,0.2681055651727815,True,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2025-02-17,2025,1536,和大,汽車工業,2,Level 2 高追高 / 只觀察,signal_day_ret_1d>9%;ret_20d>27%;two_or_more_Level1_conditions,0.2775973996217813,0.0991620058753142,0.0241423166852992,791496909.5,-0.041680659953021,-0.1163198047344969,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2025-06-10,2025,5439,高技,電子零組件業,2,Level 2 高追高 / 只觀察,ret_20d>27%;two_or_more_Level1_conditions,0.2988505763122191,0.0610328616036908,-0.0442477884797755,2855552099.45,0.1205827168328924,0.3943170220998044,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2025-08-04,2025,3294,英濟,電子零組件業,2,Level 2 高追高 / 只觀察,signal_day_ret_1d>9%;ret_20d>27%;two_or_more_Level1_conditions,0.3875862068965516,0.0994535519125683,0.0238568588469185,426779687.75,0.0886193862734387,-0.3941588462622862,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2025-08-13,2025,5536,聖暉*,其他電子類,2,Level 2 高追高 / 只觀察,ret_20d>27%;two_or_more_Level1_conditions,0.2734530940289956,0.0424836596199413,0.0078369905659272,558966585.4,0.4239938201281796,-0.1567191359211019,True,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2025-08-19,2025,3163,波若威,通信網路業,0,Level 0 正常候選 / 可以研究,none,0.1794871794871795,0.0024213075060532,-0.0314009661835749,2192265214.0,0.0458269612811221,0.0315145584472277,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2025-08-28,2025,1560,中砂,電機機械,1,Level 1 追高警戒 / 可看但不要追,next_open_gap>1%,0.0660522273425499,0.0175953079178885,0.0144092219020173,1438528031.95,-0.1149241292437165,-0.2226971005148718,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2025-08-28,2025,7402,邑錡,光電業,2,Level 2 高追高 / 只觀察,signal_day_ret_1d>9%;ret_20d>27%;two_or_more_Level1_conditions,0.3924050632911393,0.1,0.0,456289849.85,-0.0278029171225043,-0.0820721005148719,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2025-11-17,2025,3709,鑫聯大投控,電腦及週邊設備業,1,Level 1 追高警戒 / 可看但不要追,ret_20d>25%,0.2540000055532136,0.0312499857287888,-0.0063795859547617,281232090.8,-0.2281884365700415,-0.2141727358546359,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2025-11-28,2025,3163,波若威,通信網路業,3,Level 3 暫不追 / 風險 veto,signal_day_ret_1d>9% & next_open_gap>3%,0.3195020746887966,0.0984455958549221,0.0471698113207548,2414893502.15,0.1458570276648222,0.7946516250616538,False,True
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2025-12-01,2025,2612,中航,航運業,2,Level 2 高追高 / 只觀察,two_or_more_Level1_conditions,0.1174377315048107,0.0536912824262034,0.0111464930720102,119831488.25,-0.1158639153683204,-0.2383453396267792,False,False
strict_candidate,candidate_b_magic_c440_c5gt5,dedup_prefer_adjusted,2025-12-01,2025,5469,瀚宇博,電子零組件業,0,Level 0 正常候選 / 可以研究,none,0.1331300813008129,0.0324074074074074,0.0089686098654708,1616535175.45,-0.2308525445230278,-0.4295264488472925,False,False
