price_mode,baseline_n,floor15_n,observed_delta_median_excess,boot_delta_median_excess_mean,boot_delta_median_excess_p05,boot_delta_median_excess_p50,boot_delta_median_excess_p95,prob_delta_median_excess_gt0,observed_delta_win_excess,boot_delta_win_excess_p05,boot_delta_win_excess_p50,boot_delta_win_excess_p95,prob_delta_win_excess_gt0,observed_delta_median_return,boot_delta_median_return_p05,boot_delta_median_return_p50,boot_delta_median_return_p95,prob_delta_median_return_gt0,trades,median_excess,win_excess,pf_excess,trade_retention_vs_base
adj,46,39,0.007939347417983203,0.010224552431040137,-0.08627389131697231,0.007181405406609706,0.11835796273374194,0.5337,0.01449275362318836,-0.15719063545150502,0.01449275362318836,0.18617614269788174,0.5627,0.008701491054982635,-0.12262597331163601,0.005744474777083647,0.17573597426635199,0.52685,39,0.1044980811094051,0.6666666666666666,6.300559530489903,0.8478260869565217
raw,50,40,0.0,0.007463011173593032,-0.08806886481504446,0.003035023117126813,0.11186533706365306,0.51905,0.0,-0.16000000000000003,0.0,0.16000000000000003,0.4947,0.0,-0.095827207251001,0.0011155330438976097,0.11251439237111066,0.51215,40,0.11759659155863886,0.7,6.899307877041388,0.8
