price_mode,candidate,exit_rule,trades,avg_return,median_return,win_return,avg_excess,median_excess,win_excess,avg_hold_days,median_hold_days,pct_exit_before_20d,pct_reason_close_below_ma10,pct_reason_fixed20,pct_reason_close_below_ma5,pct_reason_close_sl8,pct_reason_delayed3_close_below_ma10,pct_reason_delayed3_close_below_ma5,pct_reason_delayed3_close_sl8
raw,candidate_a_repo50_c440_c5gt5,delayed3_close_below_ma10,50,0.11400561137398282,0.00086204825067282,0.5,0.09087377166886744,-0.03171054082427188,0.48,10.6,9.0,0.88,,0.08,,,0.92,,
raw,candidate_a_repo50_c440_c5gt5,delayed3_ma10_or_sl8,50,0.11508604354685195,0.00086204825067282,0.5,0.09188920983066415,-0.03171054082427188,0.48,10.58,9.0,0.88,,0.08,,,0.68,,0.24
raw,candidate_a_repo50_c440_c5gt5,close_below_ma10,50,0.11375588255718347,0.00086204825067282,0.5,0.09047434628707426,-0.03207124469260281,0.48,10.5,9.0,0.88,0.92,0.08,,,,,
raw,candidate_b_magic_c440_c5gt5,fixed20,70,0.1664145662331869,0.11899721323265022,0.6714285714285714,0.1300750097710824,0.09655873369142198,0.6285714285714286,21.0,21.0,0.0,,1.0,,,,,
raw,candidate_b_magic_c440_c5gt5,delayed3_close_below_ma5,70,0.07156749879113006,0.0023255813953488857,0.5,0.06137017447816783,0.0033310080131934705,0.5142857142857142,6.9,5.0,1.0,,,,,,1.0,
raw,candidate_b_magic_c440_c5gt5,close_below_ma5,70,0.056222811921783536,-0.020263128187761048,0.4142857142857143,0.04846476249253967,-0.014304696447685339,0.44285714285714284,5.185714285714286,3.5,1.0,,,1.0,,,,
raw,candidate_b_magic_c440_c5gt5,delayed3_close_sl8,70,0.1239456633174004,0.04812949078412998,0.5285714285714286,0.09885691816100517,-0.014707671183120552,0.4857142857142857,15.414285714285715,21.0,0.4,,0.6,,,,,0.4
raw,candidate_b_magic_c440_c5gt5,close_below_ma10,70,0.08720861006195543,-0.01612614692134573,0.45714285714285713,0.0686571899206243,-0.03035175222219272,0.4714285714285714,10.071428571428571,8.5,0.9142857142857143,0.9428571428571428,0.05714285714285714,,,,,
raw,candidate_b_magic_c440_c5gt5,delayed3_close_below_ma10,70,0.0873869877882407,-0.01612614692134573,0.45714285714285713,0.0689424937647623,-0.03035175222219272,0.4714285714285714,10.142857142857142,8.5,0.9142857142857143,,0.05714285714285714,,,0.9428571428571428,,
raw,candidate_b_magic_c440_c5gt5,delayed3_ma10_or_sl8,70,0.08831904148262164,-0.01612614692134573,0.45714285714285713,0.06955004435709683,-0.03035175222219272,0.4714285714285714,10.028571428571428,8.0,0.9142857142857143,,0.05714285714285714,,,0.6714285714285714,,0.2714285714285714
raw,candidate_b_magic_c440_c5gt5,close_sl8,70,0.11691057493506461,-0.006648827137948232,0.5,0.09392998964224143,-0.03680052423248087,0.4714285714285714,14.142857142857142,21.0,0.42857142857142855,,0.5714285714285714,,0.42857142857142855,,,
raw,candidate_c_high_concentration_c425_c5gt5,fixed20,39,0.19945341034967237,0.18556701030927836,0.6923076923076923,0.15130896535321645,0.13029355839577694,0.6666666666666666,21.0,21.0,0.0,,1.0,,,,,
raw,candidate_c_high_concentration_c425_c5gt5,delayed3_close_sl8,39,0.144413669778549,0.08571428571428563,0.5641025641025641,0.11067168968634213,0.0350431357280383,0.5384615384615384,15.666666666666666,21.0,0.38461538461538464,,0.6153846153846154,,,,,0.38461538461538464
raw,candidate_c_high_concentration_c425_c5gt5,close_sl8,39,0.13205564284076907,0.0845175766641737,0.5384615384615384,0.10230374692595316,0.030326215347821872,0.5128205128205128,14.461538461538462,21.0,0.41025641025641024,,0.5897435897435898,,0.41025641025641024,,,
raw,candidate_c_high_concentration_c425_c5gt5,delayed3_close_below_ma5,39,0.09223148325199601,0.014210919970082392,0.5641025641025641,0.07625448116610913,0.004717207860315709,0.5384615384615384,7.102564102564102,5.0,1.0,,,,,,1.0,
raw,candidate_c_high_concentration_c425_c5gt5,close_below_ma5,39,0.07017224954333774,-0.014285714285714235,0.46153846153846156,0.05738638268330428,-0.0037253367274341365,0.48717948717948717,5.384615384615385,4.0,1.0,,,1.0,,,,
raw,candidate_c_high_concentration_c425_c5gt5,close_below_ma10,39,0.115011763699858,-0.006818181818181723,0.46153846153846156,0.09089883922240502,-0.033178478158770175,0.46153846153846156,10.23076923076923,8.0,0.9230769230769231,0.9487179487179487,0.05128205128205128,,,,,
raw,candidate_c_high_concentration_c425_c5gt5,delayed3_close_below_ma10,39,0.11533192884960076,-0.006818181818181723,0.46153846153846156,0.09141092304521682,-0.033178478158770175,0.46153846153846156,10.35897435897436,8.0,0.9230769230769231,,0.05128205128205128,,,0.9487179487179487,,
raw,candidate_c_high_concentration_c425_c5gt5,delayed3_ma10_or_sl8,39,0.11533192884960076,-0.006818181818181723,0.46153846153846156,0.09141092304521682,-0.033178478158770175,0.46153846153846156,10.35897435897436,8.0,0.9230769230769231,,0.05128205128205128,,,0.717948717948718,,0.23076923076923078
