price_mode,candidate,exit_rule,trades,avg_return,median_return,win_return,avg_excess,median_excess,win_excess,avg_hold_days,median_hold_days,pct_exit_before_20d,pct_reason_close_below_ma10,pct_reason_fixed20,pct_reason_close_below_ma5,pct_reason_close_sl8,pct_reason_delayed3_close_below_ma10,pct_reason_delayed3_close_below_ma5,pct_reason_delayed3_close_sl8
adj,candidate_a_repo50_c440_c5gt5,fixed20,44,0.21092882211885672,0.1530423989405144,0.6818181818181818,0.15869803792283477,0.09655873369142198,0.6363636363636364,21.0,21.0,0.0,,1.0,,,,,
adj,candidate_a_repo50_c440_c5gt5,delayed3_close_below_ma5,44,0.09359866953274,-0.0008037149490980888,0.4772727272727273,0.08370477549746273,0.003734509824155907,0.5227272727272727,6.954545454545454,5.0,1.0,,,,,,1.0,
adj,candidate_a_repo50_c440_c5gt5,close_below_ma5,44,0.0676327559812051,-0.019778982140947476,0.38636363636363635,0.06046587650304858,-0.018771349178174745,0.4318181818181818,4.9772727272727275,3.0,1.0,,,1.0,,,,
adj,candidate_a_repo50_c440_c5gt5,delayed3_close_below_ma10,44,0.0972637999658209,-0.018143190021473965,0.45454545454545453,0.07287328450914847,-0.03171054082427188,0.4318181818181818,9.863636363636363,7.5,0.9090909090909091,,0.06818181818181818,,,0.9318181818181818,,
adj,candidate_a_repo50_c440_c5gt5,delayed3_ma10_or_sl8,44,0.09849156379862677,-0.018143190021473965,0.45454545454545453,0.07402719151119017,-0.03171054082427188,0.4318181818181818,9.840909090909092,7.5,0.9090909090909091,,0.06818181818181818,,,0.6590909090909091,,0.2727272727272727
adj,candidate_a_repo50_c440_c5gt5,close_below_ma10,44,0.09713467712950315,-0.018143190021473965,0.45454545454545453,0.07283075641517534,-0.03207124386004345,0.4318181818181818,9.772727272727273,7.5,0.9090909090909091,0.9318181818181818,0.06818181818181818,,,,,
adj,candidate_a_repo50_c440_c5gt5,delayed3_close_sl8,44,0.13651899416956306,-0.041265595607237415,0.4772727272727273,0.10183951328940279,-0.043559240074733774,0.45454545454545453,14.886363636363637,21.0,0.45454545454545453,,0.5454545454545454,,,,,0.45454545454545453
adj,candidate_a_repo50_c440_c5gt5,close_sl8,44,0.12322183705805907,-0.07957386368974162,0.4318181818181818,0.09050857526377226,-0.0690158824002684,0.4318181818181818,12.977272727272727,17.5,0.5,,0.5,,0.5,,,
adj,candidate_b_magic_c440_c5gt5,fixed20,65,0.15167078949281868,0.09226932668329169,0.6307692307692307,0.10889086005464378,0.06393383412710762,0.5692307692307692,21.0,21.0,0.0,,1.0,,,,,
adj,candidate_b_magic_c440_c5gt5,delayed3_close_below_ma5,65,0.0661685197649337,-0.0016074298981961777,0.47692307692307695,0.05682152175862669,-0.0037253305394866487,0.49230769230769234,6.630769230769231,5.0,1.0,,,,,,1.0,
adj,candidate_b_magic_c440_c5gt5,close_below_ma5,65,0.05162566730082433,-0.01995012468827928,0.4153846153846154,0.0446387481099715,-0.018351851665689534,0.4153846153846154,4.984615384615385,3.0,1.0,,,1.0,,,,
adj,candidate_b_magic_c440_c5gt5,close_below_ma10,65,0.06984194569414183,-0.020576132065434516,0.4153846153846154,0.05138584093685969,-0.033178475815273,0.4307692307692308,9.4,7.0,0.9384615384615385,0.9538461538461539,0.046153846153846156,,,,,
