regime,regime_value,signal,signals,n_raw_20d,avg_raw_20d,median_raw_20d,win_raw_20d,n_excess_20d,avg_excess_20d,median_excess_20d,win_excess_20d,n_t1_20d,avg_t1_20d,median_t1_20d,win_t1_20d,n_t1_excess_20d,avg_t1_excess_20d,median_t1_excess_20d,win_t1_excess_20d,n_t1_open_20d,avg_t1_open_20d,median_t1_open_20d,win_t1_open_20d,n_t1_open_excess_20d,avg_t1_open_excess_20d,median_t1_open_excess_20d,win_t1_open_excess_20d,n_raw_60d,avg_raw_60d,median_raw_60d,win_raw_60d,n_excess_60d,avg_excess_60d,median_excess_60d,win_excess_60d,n_t1_60d,avg_t1_60d,median_t1_60d,win_t1_60d,n_t1_excess_60d,avg_t1_excess_60d,median_t1_excess_60d,win_t1_excess_60d,n_t1_open_60d,avg_t1_open_60d,median_t1_open_60d,win_t1_open_60d,n_t1_open_excess_60d,avg_t1_open_excess_60d,median_t1_open_excess_60d,win_t1_open_excess_60d,avg_signal_day_ret_1d,pct_signal_day_gt9,pct_next_gap_gt3,pct_next_gap_lt_minus3,pct_low_liquidity_lt100m
regime_close_gt_ma60,False,c1_c2_c3,43,43,-0.012921358463237869,-0.0392156858881582,0.3953488372093023,43,-0.019224591986683526,-0.06062635771178802,0.37209302325581395,43,-0.018534336839097287,-0.0328638449386771,0.37209302325581395,43,-0.02612887986563058,-0.05425023913810892,0.37209302325581395,43,-0.023659688067587867,-0.0484949848209244,0.37209302325581395,43,-0.03351700650183726,-0.05078997777251569,0.3488372093023256,42,0.0035789951427721467,-0.0885371181233594,0.38095238095238093,42,-0.009243246405570192,-0.0864804123113601,0.38095238095238093,42,-0.0021743341281965744,-0.0837298374559728,0.35714285714285715,42,-0.008549548968347377,-0.09250174716050695,0.3333333333333333,42,-0.004535629353129021,-0.09314664567013095,0.35714285714285715,42,-0.012029087393585916,-0.09720155918537696,0.35714285714285715,0.04566826313100512,0.23255813953488372,0.11627906976744186,0.0,0.20930232558139536
regime_close_gt_ma60,False,c1_c2_c3_repo_vol5,24,24,-0.00013730874704983206,-0.03724773552678435,0.4166666666666667,24,0.0073008553946482075,-0.01867254234663269,0.4583333333333333,24,-0.010930340626605466,-0.027041244433083853,0.3333333333333333,24,-0.007099582315598002,-0.03884622501885197,0.4166666666666667,24,-0.009588405565397909,-0.0377113800948879,0.4166666666666667,24,-0.007107049733518556,-0.025920575658153637,0.4166666666666667,24,0.01118374983833894,-0.1150769236026759,0.25,24,-0.00753248827281749,-0.10346316763382256,0.25,24,0.013600597017407129,-0.1066786291326926,0.25,24,-0.0003377570693428311,-0.09554413692350908,0.20833333333333334,24,0.01653468005637647,-0.10366893365453195,0.25,24,0.001375888674612959,-0.10589839551809976,0.25,0.04022327083969899,0.16666666666666666,0.08333333333333333,0.0,0.125
regime_close_gt_ma60,False,magic26_v0,17,17,-0.027530434619087343,-0.0502183411272245,0.35294117647058826,17,-0.0254133585152638,-0.06154802691636771,0.29411764705882354,17,-0.037256537556776506,-0.0170454642838252,0.29411764705882354,17,-0.03491929987377461,-0.05425023913810892,0.35294117647058826,17,-0.03430240107023208,-0.0484949848209244,0.35294117647058826,17,-0.03325891391322302,-0.05078997777251569,0.35294117647058826,17,-0.04444195151691068,-0.1196388256644995,0.17647058823529413,17,-0.047002979780322175,-0.11805728291954418,0.17647058823529413,17,-0.058449002283450714,-0.1098484988898564,0.17647058823529413,17,-0.05225681136101356,-0.09750966737606787,0.17647058823529413,17,-0.05338439211896615,-0.1180555539849819,0.17647058823529413,17,-0.04827681344118882,-0.10882358400407909,0.17647058823529413,0.03627177277911844,0.11764705882352941,0.058823529411764705,0.0,0.0
regime_close_gt_ma60,True,c1_c2_c3,172,157,0.12048733090992328,0.0590163934426228,0.6050955414012739,157,0.07908457186442203,0.012357719816957546,0.5286624203821656,156,0.12425291703977581,0.0747885737396376,0.5833333333333334,156,0.08392725218448235,0.023000196093421268,0.5256410256410257,156,0.11840850937329438,0.0548532645544016,0.5961538461538461,156,0.0784011277933061,0.023324841098625294,0.5192307692307693,124,0.2748668253506057,0.12161614093765545,0.6370967741935484,124,0.17502285159705788,0.035201900702819575,0.5403225806451613,124,0.2668996015996334,0.0786594959116145,0.6451612903225806,124,0.161493393117252,0.019008014473387153,0.5161290322580645,124,0.254867970505453,0.09901233209285384,0.6370967741935484,124,0.15148651011580033,0.01880577883022337,0.5161290322580645,0.05662365150249308,0.36627906976744184,0.2441860465116279,0.05232558139534884,0.27906976744186046
regime_close_gt_ma60,True,c1_c2_c3_repo_vol5,91,83,0.15194173503021124,0.0525210084033613,0.6144578313253012,83,0.09721865570187833,0.014051379142996163,0.5421686746987951,82,0.15821323198022325,0.08228324040727054,0.5853658536585366,82,0.10704346870489614,0.044138620117767945,0.5609756097560976,82,0.1451635187150732,0.06792399923507095,0.5975609756097561,82,0.09448796689468045,0.027499064931080314,0.5365853658536586,59,0.30524805807120886,0.1504539559014268,0.6271186440677966,59,0.18926677367246697,0.0451717174724377,0.559322033898305,59,0.3124492007006054,0.1317829457364341,0.6610169491525424,59,0.19217694498725574,0.0394734410912633,0.5423728813559322,59,0.29048988248142443,0.1103896101640991,0.6101694915254238,59,0.17281147170048286,0.03151455844722778,0.5423728813559322,0.054178285135199525,0.3516483516483517,0.24175824175824176,0.06593406593406594,0.15384615384615385
regime_close_gt_ma60,True,magic26_v0,78,74,0.15384025558169337,0.09301385405724025,0.6486486486486487,74,0.10956376484781064,0.058005062911246734,0.6351351351351351,73,0.1590754431250334,0.1050656660412758,0.6575342465753424,73,0.11992560024760562,0.05433225545065333,0.6027397260273972,73,0.15222028524986483,0.0905349718978516,0.6575342465753424,73,0.11339863157275969,0.05431844252412958,0.6027397260273972,53,0.20572135676825257,0.0891719770717529,0.5849056603773585,53,0.12530974193188454,0.03330661059275957,0.5471698113207547,53,0.21318701901483247,0.069767441860465,0.6415094339622641,53,0.12912077905355202,0.02270319740033705,0.5283018867924528,53,0.1981866416954755,0.0876350540216086,0.6037735849056604,53,0.11694350032665371,0.03151455844722778,0.5283018867924528,0.04746770622724437,0.2564102564102564,0.15384615384615385,0.038461538461538464,0.16666666666666666
regime_ma20_gt_ma60,False,c1_c2_c3,46,46,0.009788720718452397,0.00308129788076,0.5217391304347826,46,0.0024823035007947502,-0.019899779659670165,0.43478260869565216,46,-0.0004160826360276294,-0.01034989551058515,0.45652173913043476,46,-0.0074445281259031895,-0.014021873696321203,0.4782608695652174,46,-0.001110858700493163,-0.00619853961698595,0.4782608695652174,46,-0.008308597943249679,-0.011521971317976044,0.45652173913043476,46,0.026005775020395486,-0.0877519640262451,0.41304347826086957,46,0.015466654327061019,-0.07786225652336576,0.43478260869565216,46,0.021358149090148385,-0.08719047358243964,0.34782608695652173,46,0.01634531178810383,-0.08437685925727903,0.3695652173913043,46,0.020330928016372346,-0.06894158458705665,0.391304347826087,46,0.015179562637054946,-0.08650007995741074,0.41304347826086957,0.04633097183900128,0.2391304347826087,0.13043478260869565,0.0,0.1956521739130435
regime_ma20_gt_ma60,False,c1_c2_c3_repo_vol5,25,25,0.01918976728479467,0.0037383549625311,0.52,25,0.015073574732649935,7.76133493715428e-05,0.52,25,0.007973296337591751,-0.0121527857112848,0.44,25,0.002356715806804197,0.0004917347025964885,0.52,25,0.009473520051205836,0.0218253863525981,0.52,25,0.00340803711704291,0.009569070272871884,0.52,25,0.06976280522260982,-0.0993449850565001,0.32,25,0.044511913903054375,-0.08265893795920337,0.36,25,0.07607156464826445,-0.0895522385950082,0.32,25,0.05521127292947574,-0.09142488785006363,0.32,25,0.07890940489916631,-0.072883171277047,0.32,25,0.05773359689819571,-0.09000963144210171,0.36,0.040308709571262036,0.16,0.08,0.0,0.12
regime_ma20_gt_ma60,False,magic26_v0,22,22,-0.01383397549457001,-0.0250598274166677,0.45454545454545453,22,-0.013142735319819425,-0.028683101704847055,0.45454545454545453,22,-0.021005599334432336,-0.01319383158573105,0.4090909090909091,22,-0.01925085272570873,-0.01806089830284473,0.5,22,-0.02170637372123882,-0.01839164554230085,0.45454545454545453,22,-0.02000023809819956,-0.00730985389929297,0.45454545454545453,22,0.0027765607492228742,-0.1150769236026759,0.22727272727272727,22,0.00043885081406601736,-0.10346316763382256,0.2727272727272727,22,-0.0014997668811932733,-0.09421387171711276,0.22727272727272727,22,0.002871693778881286,-0.09250174716050695,0.2727272727272727,22,-0.0009358910687661865,-0.11052279699731495,0.22727272727272727,22,0.0035374356301025086,-0.09720155918537696,0.2727272727272727,0.03507910470046362,0.09090909090909091,0.045454545454545456,0.0,0.09090909090909091
regime_ma20_gt_ma60,True,c1_c2_c3,169,154,0.1163026713369475,0.05467728514504415,0.5714285714285714,154,0.07451580757305395,0.00530634540309223,0.512987012987013,153,0.12160534885870013,0.0496551682707588,0.5620915032679739,153,0.08046769804149465,-0.0004870299130291106,0.49673202614379086,153,0.11441477369640737,0.0398230088495574,0.5686274509803921,153,0.073016602363178,-0.002186209565448625,0.49019607843137253,120,0.27531282073777774,0.12161614093765545,0.6333333333333333,120,0.17169292624963686,0.019005551410594318,0.525,120,0.2668479475568622,0.0786594959116145,0.6583333333333333,120,0.15761846123013237,0.008816925522365335,0.5083333333333333,120,0.2539825768424302,0.09901233209285384,0.6333333333333333,120,0.14650704752103422,0.006273068690990986,0.5,0.0566377436004022,0.3668639053254438,0.24260355029585798,0.05325443786982249,0.28402366863905326
regime_ma20_gt_ma60,True,c1_c2_c3_repo_vol5,90,82,0.14790395628607894,0.051622823042260346,0.5853658536585366,82,0.09594548273672207,0.01728879598715158,0.524390243902439,81,0.15446696838148122,0.0757764083175804,0.5555555555555556,81,0.10553403164267933,0.037772547450338076,0.5308641975308642,81,0.14119072592328774,0.0659722220726264,0.5679012345679012,81,0.09249682918312689,0.024671924170457993,0.5061728395061729,58,0.2850685395130381,0.11995841685719885,0.603448275862069,58,0.17022693242330297,0.02076735947165177,0.5172413793103449,58,0.2906746216128772,0.07534616239441125,0.6379310344827587,58,0.17155261657494772,0.006225217847110359,0.5,58,0.26832759078065377,0.0796341334014203,0.5862068965517241,58,0.15147514200110876,0.006273068690990986,0.5,0.05430960786860424,0.35555555555555557,0.24444444444444444,0.06666666666666667,0.15555555555555556
regime_ma20_gt_ma60,True,magic26_v0,73,69,0.1626160722521937,0.0994035785288269,0.6376811594202898,69,0.11543234320310915,0.069770498500391,0.6086956521739131,68,0.16825396169146686,0.11008202578274046,0.6470588235294118,68,0.12624205117921522,0.07266403162318266,0.5735294117647058,68,0.16186000333696238,0.09887727669227035,0.6470588235294118,68,0.11989270303598613,0.06909520479366346,0.5882352941176471,48,0.21013821659264587,0.09288144311631714,0.6041666666666666,48,0.12151481142114484,0.031544802531702124,0.5416666666666666,48,0.21538070500736897,0.0741024364030935,0.6666666666666666,48,0.12274704653261746,0.022566000425658775,0.5208333333333334,48,0.20035306140313824,0.09901233209285384,0.625,48,0.11040575218646213,0.02516896465925242,0.5208333333333334,0.04859398519945033,0.273972602739726,0.1643835616438356,0.0410958904109589,0.1506849315068493
regime_close_gt_ma120,False,c1_c2_c3,27,27,0.010532715240605828,0.0037383549625311,0.5185185185185185,27,0.014748441776794564,0.013501123063879038,0.5555555555555556,27,-0.004989600189335155,-0.0142348774601773,0.4444444444444444,27,0.00024047078465179014,-0.0013207628356709383,0.48148148148148145,27,-0.009035615110798877,-0.0124777341357952,0.4444444444444444,27,-0.0049997398515048905,-0.003251385095126312,0.48148148148148145,27,0.06866148348968498,-0.0777292511902187,0.4444444444444444,27,0.07785833759454908,-0.02401339624735352,0.48148148148148145,27,0.0751769537594873,-0.0848287085698711,0.4074074074074074,27,0.09237358583033271,-0.010131141743725397,0.48148148148148145,27,0.0715640810934228,-0.1004464246517721,0.4074074074074074,27,0.08757800614796862,-0.004938658130189205,0.48148148148148145,0.03882403535737691,0.14814814814814814,0.1111111111111111,0.0,0.18518518518518517
regime_close_gt_ma120,False,c1_c2_c3_repo_vol5,19,19,-0.006154535878445574,-0.0302521049775088,0.42105263157894735,19,-0.0021064885709051817,0.004588011960632077,0.5263157894736842,19,-0.02469610241975117,-0.0480591593363931,0.3157894736842105,19,-0.02055589247363677,-0.04107891872941798,0.42105263157894735,19,-0.028562618653299583,-0.0484949848209244,0.3684210526315789,19,-0.026925255521866344,-0.04082097587275421,0.42105263157894735,19,0.07600676101835671,-0.1205036084471798,0.3157894736842105,19,0.06345428568238916,-0.09030188666351682,0.3684210526315789,19,0.0930333507696167,-0.1035087593755288,0.3157894736842105,19,0.08892983364965554,-0.09142488785006363,0.3684210526315789,19,0.09065082162364048,-0.1247771900728048,0.3157894736842105,19,0.08414090401826728,-0.10755199849525206,0.3684210526315789,0.03894100589528602,0.15789473684210525,0.10526315789473684,0.0,0.10526315789473684
regime_close_gt_ma120,False,magic26_v0,14,14,-0.008432366636549237,-0.00806459744664775,0.5,14,-0.013596408402886699,-0.013548516851048176,0.5,14,-0.036405968273751026,-0.01564017087200125,0.35714285714285715,14,-0.034685621969796555,-0.04954404897505649,0.42857142857142855,14,-0.03134939656895857,-0.02040553436923335,0.42857142857142855,14,-0.0321255294416043,-0.026370425180417333,0.5,14,0.04015233668662981,-0.12993832410651845,0.2857142857142857,14,0.055420038128989615,-0.08193875477382785,0.35714285714285715,14,0.03369897543572144,-0.1180915063763436,0.2857142857142857,14,0.06103259361152639,-0.08338401293275421,0.35714285714285715,14,0.04057279465503405,-0.12741947237088924,0.2857142857142857,14,0.06561353265068114,-0.0952246024300713,0.35714285714285715,0.037241717359517625,0.14285714285714285,0.07142857142857142,0.0,0.07142857142857142
regime_close_gt_ma120,True,c1_c2_c3,188,173,0.10448849264417552,0.0443548387096774,0.5664739884393064,173,0.06469024508273649,-0.004103695841101233,0.48554913294797686,172,0.10884417313509241,0.041883378041295355,0.5523255813953488,172,0.06955009764750893,-0.0018464936444461365,0.4941860465116279,172,0.10289722374022799,0.029240374656706702,0.563953488372093,172,0.06351359088469406,-0.00439824042174845,0.48255813953488375,139,0.23294923802338152,0.0891719770717529,0.5971223021582733,139,0.1382190081579022,4.9859494725343345e-05,0.5035971223021583,139,0.22283777563643256,0.0497237559473853,0.60431654676259,139,0.12353966095287537,-0.03383731586543548,0.4676258992805755,139,0.21209281813181535,0.0660067269225599,0.5971223021582733,139,0.11449280156714736,-0.029440775734636937,0.4748201438848921,0.0566742256298556,0.3670212765957447,0.23404255319148937,0.047872340425531915,0.2765957446808511
