group,label,trades,retention,avg_return,median_return,win_return,pf_return,avg_excess,median_excess,win_excess,pf_excess,right_tail_20pct,right_tail_50pct,bad_loss_minus10pct,avg_ret60_signal,median_ret60_signal,mode
risk_score,adj: risk_long_ma_score=0,44,0.9565217391304348,0.22941364590619137,0.13601630965415806,0.7045454545454546,7.63741143486559,0.18024821006897523,0.0965587336914219,0.6590909090909091,5.9009347400587515,0.4090909090909091,0.20454545454545456,0.18181818181818182,0.5117937417611992,0.37536430002998156,adj
risk_badge,raw: risk_daily_long_ma_bear=False,50,1.0,0.21919346302370044,0.16450825825825816,0.72,7.135751901513859,0.177608657185675,0.11759659155863886,0.7,5.859141188892413,0.42,0.18,0.18,0.5413087437651032,0.3823927072446457,raw
risk_badge,raw: risk_daily_long_ma_bear=True,0,0.0,,,,,,,,,,,,,,raw
risk_badge,raw: risk_weekly_long_ma_bear=False,48,0.96,0.22587985243050515,0.16450825825825816,0.7291666666666666,7.791153573646049,0.18642875019033858,0.11759659155863886,0.7083333333333334,6.761532081772301,0.4166666666666667,0.1875,0.16666666666666666,0.5420568875297669,0.3823927072446457,raw
risk_badge,raw: risk_weekly_long_ma_bear=True,2,0.04,0.05872011726038734,0.05872011726038734,0.5,1.6191627554164894,-0.03407357492625149,-0.03407357492625149,0.5,0.7516618324588168,0.5,0.0,0.5,0.5233532934131736,0.5233532934131736,raw
risk_badge,raw: risk_any_long_ma_bear=False,48,0.96,0.22587985243050515,0.16450825825825816,0.7291666666666666,7.791153573646049,0.18642875019033858,0.11759659155863886,0.7083333333333334,6.761532081772301,0.4166666666666667,0.1875,0.16666666666666666,0.5420568875297669,0.3823927072446457,raw
risk_badge,raw: risk_any_long_ma_bear=True,2,0.04,0.05872011726038734,0.05872011726038734,0.5,1.6191627554164894,-0.03407357492625149,-0.03407357492625149,0.5,0.7516618324588168,0.5,0.0,0.5,0.5233532934131736,0.5233532934131736,raw
risk_badge,raw: risk_daily_right_shoulder=False,50,1.0,0.21919346302370044,0.16450825825825816,0.72,7.135751901513859,0.177608657185675,0.11759659155863886,0.7,5.859141188892413,0.42,0.18,0.18,0.5413087437651032,0.3823927072446457,raw
risk_badge,raw: risk_daily_right_shoulder=True,0,0.0,,,,,,,,,,,,,,raw
risk_badge,raw: risk_weekly_right_shoulder=False,47,0.94,0.2038615755344295,0.1447178002894356,0.7021276595744681,6.364180986638247,0.164702412219013,0.1044980811094051,0.6808510638297872,5.23568057174985,0.40425531914893614,0.1702127659574468,0.19148936170212766,0.5280975648821992,0.3556338028169015,raw
risk_badge,raw: risk_weekly_right_shoulder=True,3,0.06,0.4593930336889456,0.4813793103448276,1.0,inf,0.37980649499671254,0.4384973043036904,1.0,inf,0.6666666666666666,0.3333333333333333,0.0,0.7482838795972642,0.866412213740458,raw
risk_score,raw: risk_long_ma_score=-1,2,0.04,0.05872011726038734,0.05872011726038734,0.5,1.6191627554164894,-0.03407357492625149,-0.03407357492625149,0.5,0.7516618324588168,0.5,0.0,0.5,0.5233532934131736,0.5233532934131736,raw
risk_score,raw: risk_long_ma_score=0,48,0.96,0.22587985243050515,0.16450825825825816,0.7291666666666666,7.791153573646049,0.18642875019033858,0.11759659155863886,0.7083333333333334,6.761532081772301,0.4166666666666667,0.1875,0.16666666666666666,0.5420568875297669,0.3823927072446457,raw
