group,label,trades,retention,avg_return,median_return,win_return,pf_return,avg_excess,median_excess,win_excess,pf_excess,right_tail_20pct,right_tail_50pct,bad_loss_minus10pct,avg_ret60_signal,median_ret60_signal,mode
risk_badge,adj: risk_daily_long_ma_bear=False,46,1.0,0.2219921881389825,0.13601630965415806,0.6956521739130435,6.970045088840218,0.17092987159092188,0.0965587336914219,0.6521739130434783,5.154352462469232,0.41304347826086957,0.1956521739130435,0.1956521739130435,0.512296330963459,0.37536430002998156,adj
risk_badge,adj: risk_daily_long_ma_bear=True,0,0.0,,,,,,,,,,,,,,adj
risk_badge,adj: risk_weekly_long_ma_bear=False,44,0.9565217391304348,0.22941364590619137,0.13601630965415806,0.7045454545454546,7.63741143486559,0.18024821006897523,0.0965587336914219,0.6590909090909091,5.9009347400587515,0.4090909090909091,0.20454545454545456,0.18181818181818182,0.5117937417611992,0.37536430002998156,adj
risk_badge,adj: risk_weekly_long_ma_bear=True,2,0.043478260869565216,0.05872011726038734,0.05872011726038734,0.5,1.6191627554164894,-0.03407357492625149,-0.03407357492625149,0.5,0.7516618324588168,0.5,0.0,0.5,0.5233532934131736,0.5233532934131736,adj
risk_badge,adj: risk_any_long_ma_bear=False,44,0.9565217391304348,0.22941364590619137,0.13601630965415806,0.7045454545454546,7.63741143486559,0.18024821006897523,0.0965587336914219,0.6590909090909091,5.9009347400587515,0.4090909090909091,0.20454545454545456,0.18181818181818182,0.5117937417611992,0.37536430002998156,adj
risk_badge,adj: risk_any_long_ma_bear=True,2,0.043478260869565216,0.05872011726038734,0.05872011726038734,0.5,1.6191627554164894,-0.03407357492625149,-0.03407357492625149,0.5,0.7516618324588168,0.5,0.0,0.5,0.5233532934131736,0.5233532934131736,adj
risk_badge,adj: risk_daily_right_shoulder=False,46,1.0,0.2219921881389825,0.13601630965415806,0.6956521739130435,6.970045088840218,0.17092987159092188,0.0965587336914219,0.6521739130434783,5.154352462469232,0.41304347826086957,0.1956521739130435,0.1956521739130435,0.512296330963459,0.37536430002998156,adj
risk_badge,adj: risk_daily_right_shoulder=True,0,0.0,,,,,,,,,,,,,,adj
risk_badge,adj: risk_weekly_right_shoulder=False,43,0.9347826086956522,0.20542933841247785,0.1106796116504855,0.6744186046511628,6.164318402813736,0.15635708387447583,0.0742565754602193,0.627906976744186,4.552332094878719,0.3953488372093023,0.18604651162790697,0.20930232558139536,0.4958320833112581,0.3498789346246973,adj
risk_badge,adj: risk_weekly_right_shoulder=True,3,0.06521739130434782,0.45939303421888206,0.4813793103448276,1.0,inf,0.3798064955266491,0.4384973043036904,1.0,inf,0.6666666666666666,0.3333333333333333,0.0,0.7482838806450047,0.8664122168836799,adj
risk_score,adj: risk_long_ma_score=-1,2,0.043478260869565216,0.05872011726038734,0.05872011726038734,0.5,1.6191627554164894,-0.03407357492625149,-0.03407357492625149,0.5,0.7516618324588168,0.5,0.0,0.5,0.5233532934131736,0.5233532934131736,adj
