price_mode,baseline_n,floor15_n,observed_delta_median_excess,boot_delta_median_excess_mean,boot_delta_median_excess_p05,boot_delta_median_excess_p50,boot_delta_median_excess_p95,prob_delta_median_excess_gt0,observed_delta_win_excess,boot_delta_win_excess_p05,boot_delta_win_excess_p50,boot_delta_win_excess_p95,prob_delta_win_excess_gt0,observed_delta_median_return,boot_delta_median_return_p05,boot_delta_median_return_p50,boot_delta_median_return_p95,prob_delta_median_return_gt0,trades,median_excess,win_excess,pf_excess,trade_retention_vs_base
adj,43,35,0.015878694835966406,0.020626569211761963,-0.09638627491005171,0.016084635723487298,0.1464003368390399,0.5628,0.029235880398671088,-0.1495016611295681,0.029235880398671088,0.20797342192691037,0.6118,0.03846538247404241,-0.1282629927083432,0.01155365892207999,0.21484677818562228,0.5388,35,0.1044980811094051,0.6571428571428571,5.925363011966487,0.813953488372093
raw,48,37,0.006365163706018348,0.014193599484241867,-0.0836388948622115,0.009616499681528196,0.12506297327735866,0.55895,0.015202702702702742,-0.15315315315315314,0.015202702702702742,0.18186936936936937,0.5655,0.013751479389627952,-0.0829173089680948,0.00849054295846735,0.1229423501798122,0.5622,37,0.1205827130485318,0.7027027027027027,6.633608921030325,0.7708333333333334
