price_mode,baseline_n,floor15_n,observed_delta_median_excess,boot_delta_median_excess_mean,boot_delta_median_excess_p05,boot_delta_median_excess_p50,boot_delta_median_excess_p95,prob_delta_median_excess_gt0,observed_delta_win_excess,boot_delta_win_excess_p05,boot_delta_win_excess_p50,boot_delta_win_excess_p95,prob_delta_win_excess_gt0,observed_delta_median_return,boot_delta_median_return_p05,boot_delta_median_return_p50,boot_delta_median_return_p95,prob_delta_median_return_gt0,trades,median_excess,win_excess,pf_excess,trade_retention_vs_base
adj,44,36,0.012459886065508602,0.017926043684377634,-0.0828610108261742,0.0142148070895486,0.13031163053186112,0.58465,0.030303030303030276,-0.14393939393939392,0.030303030303030276,0.20454545454545459,0.60905,0.019232691237021204,-0.12037873774905455,0.016652567782731192,0.18589378852536748,0.57905,36,0.1090186197569305,0.6666666666666666,6.011467395238144,0.8181818181818182
raw,48,37,0.006365163706018348,0.014193599484241867,-0.0836388948622115,0.009616499681528196,0.12506297327735866,0.55895,0.015202702702702742,-0.15315315315315314,0.015202702702702742,0.18186936936936937,0.5655,0.013751479389627952,-0.0829173089680948,0.00849054295846735,0.1229423501798122,0.5622,37,0.1205827130485318,0.7027027027027027,6.633608921030325,0.7708333333333334
