signal,signals,n_raw_20d,avg_raw_20d,median_raw_20d,win_raw_20d,n_excess_20d,avg_excess_20d,median_excess_20d,win_excess_20d,n_t1_20d,avg_t1_20d,median_t1_20d,win_t1_20d,n_t1_excess_20d,avg_t1_excess_20d,median_t1_excess_20d,win_t1_excess_20d,n_t1_open_20d,avg_t1_open_20d,median_t1_open_20d,win_t1_open_20d,n_t1_open_excess_20d,avg_t1_open_excess_20d,median_t1_open_excess_20d,win_t1_open_excess_20d,n_raw_60d,avg_raw_60d,median_raw_60d,win_raw_60d,n_excess_60d,avg_excess_60d,median_excess_60d,win_excess_60d,n_t1_60d,avg_t1_60d,median_t1_60d,win_t1_60d,n_t1_excess_60d,avg_t1_excess_60d,median_t1_excess_60d,win_t1_excess_60d,n_t1_open_60d,avg_t1_open_60d,median_t1_open_60d,win_t1_open_60d,n_t1_open_excess_60d,avg_t1_open_excess_60d,median_t1_open_excess_60d,win_t1_open_excess_60d,avg_signal_day_ret_1d,pct_signal_day_gt9,pct_next_gap_gt3,pct_next_gap_lt_minus3,pct_low_liquidity_lt100m
c1_c2_c3,215,200,0.09180446269469361,0.04310468675165785,0.56,200,0.05794810163643433,-0.0017242616370865276,0.495,199,0.09339938981971783,0.0228013052499782,0.5376884422110553,199,0.060146278927422775,-0.0013207628356709383,0.49246231155778897,199,0.08771035615742535,0.0219512202425422,0.5477386934673367,199,0.054217812342596726,-0.003251385095126312,0.4824120603015075,166,0.20622773577994893,0.0634193316326134,0.572289156626506,166,0.12840130872892308,-0.0006237683805534536,0.5,166,0.1988206540058451,0.0457730360229159,0.572289156626506,166,0.11847048005944975,-0.03286340118141941,0.46987951807228917,166,0.18923573439665511,0.042261066504270944,0.5662650602409639,166,0.11011509387848575,-0.02375636805966791,0.4759036144578313,0.05443257382819548,0.3395348837209302,0.2186046511627907,0.04186046511627907,0.2651162790697674
c1_c2_c3_repo_vol5,115,107,0.11783054764091903,0.0425531860452328,0.5700934579439252,107,0.07705017712829401,0.01148912902069621,0.5233644859813084,106,0.11991657403150728,0.037045913494042904,0.5283018867924528,106,0.0811997590398786,0.009476469950525944,0.5283018867924528,106,0.11012534717987219,0.022373629820628897,0.5566037735849056,106,0.07148532162037124,0.011288589697657947,0.5094339622641509,83,0.2202174147267645,0.0047021949708341,0.5180722891566265,83,0.13236096298949318,-0.052256857471885076,0.46987951807228917,83,0.22603514662353602,0.0256410268408837,0.5421686746987951,83,0.13651004318775736,-0.06223967953935297,0.4457831325301205,83,0.2112739203344226,0.0288184926174461,0.5060240963855421,83,0.12323973684962894,-0.07310581684932241,0.4578313253012048,0.05126593432570377,0.3130434782608696,0.20869565217391303,0.05217391304347826,0.14782608695652175
magic26_v0,95,91,0.1199578189507783,0.061151058683275,0.5934065934065934,91,0.08434825828547805,0.023088462953606947,0.5714285714285714,90,0.12199051344069149,0.0781867117416333,0.5888888888888889,90,0.09067711911356713,0.03434150316271287,0.5555555555555556,90,0.11698822227829096,0.04657342683583225,0.6,90,0.08569665075874074,0.027499064931080314,0.5555555555555556,70,0.14496741047042722,-0.0128707680681759,0.4857142857142857,70,0.08346236665892005,-0.03650307359876688,0.45714285714285713,70,0.1472182709852494,0.03391643503433865,0.5285714285714286,70,0.08507193566715754,-0.04540460342148398,0.44285714285714284,70,0.13709081919768254,-0.0005753452440039502,0.5,70,0.0768185669830348,-0.046800676509034966,0.44285714285714284,0.04546422339968499,0.23157894736842105,0.1368421052631579,0.031578947368421054,0.1368421052631579
