date,stock_id,stock_name,industry_category,price_mode,ret_20d,ret_60d_signal,top1_to_top10_volume_ratio,risk_long_ma_score,t1_open_fwd_60d,t1_open_excess_60d,fixed20_ret,t1_open_excess_20d,flag_ret60_gt150,flag_volgap_top10_ge2,flag_long_ma_bear,flag_any_round20
2023-05-24,3032,偉訓,電子零組件業,adj,0.1239837488977655,0.6581709387660377,2.4940740679330844,0,0.1826368557610038,0.1657065880974685,0.0857142760581664,0.0303262056917026,False,True,False,True
2023-05-24,3032,偉訓,電子零組件業,raw,0.1239837398373981,0.6581709145427286,2.4940740679330844,0,0.1482142857142856,0.1312840180507503,0.0857142857142856,0.0303262153478218,False,True,False,True
2023-06-06,5292,華懋,綠能環保,raw,0.1962732919254657,0.330110497237569,2.843815057639126,0,0.1463109629012089,0.1452419039592731,0.2817840766986246,0.2881966416291983,False,True,False,True
2025-08-19,3163,波若威,通信網路業,raw,0.1794871794871795,0.2395209580838322,2.093127559381214,0,0.1321695760598504,0.0315145584472277,0.0922693266832916,0.0458269612811221,False,True,False,True
2025-08-19,3163,波若威,通信網路業,adj,0.1794871794871795,0.2607698907782863,2.093127559381214,0,0.1321695760598504,0.0315145584472277,0.0922693266832916,0.0458269612811221,False,True,False,True
2026-03-17,5351,鈺創,半導體業,raw,0.3817204301075267,0.8467065868263473,2.12511861354898,-1,0.0876350540216086,-0.2503535505111134,-0.1896758703481392,-0.2744127112124309,False,True,True,True
2026-03-17,5351,鈺創,半導體業,adj,0.3817204301075267,0.8467065868263473,2.12511861354898,-1,0.0876350540216086,-0.2503535505111134,-0.1896758703481392,-0.2744127112124309,False,True,True,True
2025-08-28,7402,邑錡,光電業,raw,0.3924050632911393,0.6377171215880895,2.0736116079912,0,0.0454545454545454,-0.0820721005148719,0.018939393939394,-0.0278029171225043,False,True,False,True
2025-08-28,7402,邑錡,光電業,adj,0.3924050632911393,0.674110837247434,2.0736116079912,0,0.0454545454545454,-0.0820721005148719,0.018939393939394,-0.0278029171225043,False,True,False,True
2025-08-13,5536,聖暉*,其他電子類,adj,0.2734530940289956,0.7789729481442353,2.294128580652656,0,-0.0046656289029434,-0.1567191359211019,0.4634525665469606,0.4239938201281796,False,True,False,True
2025-08-13,5536,聖暉*,其他電子類,raw,0.2734530938123751,0.7360544217687075,2.294128580652656,0,-0.004665629860031,-0.1567191368781895,0.463452566096423,0.423993819677642,False,True,False,True
2023-07-05,3704,合勤控,電子工業,adj,0.260368670738238,0.472409126074063,2.422271035002064,0,-0.0578790320003145,-0.0308603114082509,-0.0781818182885741,-0.0679914743461021,False,True,False,True
2023-07-05,3704,合勤控,電子工業,raw,0.2603686635944702,0.4724091520861373,2.422271035002064,0,-0.0818181818181817,-0.0547994612261181,-0.0781818181818181,-0.0679914742393461,False,True,False,True
2024-07-15,8147,正淩,電子零組件業,raw,0.1825396825396825,0.3990610328638497,2.15733845842167,0,-0.1554054054054053,-0.1190009671082794,-0.1756756756756756,-0.0925461711839033,False,True,False,True
2024-07-15,8147,正淩,電子零組件業,adj,0.2044647079993944,0.4250004915065044,2.15733845842167,0,-0.1554054075447155,-0.1190009692475896,-0.1756756780940263,-0.092546173602254,False,True,False,True
2025-08-04,3294,英濟,電子零組件業,raw,0.3875862068965516,0.8664192949907235,3.260521650825088,0,-0.1883495145631069,-0.3941588462622862,0.1106796116504855,0.0886193862734387,False,True,False,True
2025-08-04,3294,英濟,電子零組件業,adj,0.3875862068965516,0.8664192949907235,3.260521650825088,0,-0.1883495145631069,-0.3941588462622862,0.1106796116504855,0.0886193862734387,False,True,False,True
2023-07-19,2421,建準,電子零組件業,raw,0.2638580931263858,1.2222222222222223,2.057267867765788,0,-0.2083333333333333,-0.1695140703263955,0.1458333333333332,0.1881369759716166,False,True,False,True
2023-06-02,6215,和椿,其他電子業,adj,0.1551724424812308,0.2271062640400227,4.700710520542665,0,-0.2165244761193361,-0.2117400018192082,-0.1045993966303694,-0.125057705832929,False,True,False,True
2024-05-02,3234,光環,通信網路業,raw,0.3074935400516796,0.8333333333333333,2.2184494912009605,0,-0.2303030303030302,-0.3194685578916159,-0.0393939393939394,-0.078263568350498,False,True,False,True
2024-05-02,3234,光環,通信網路業,adj,0.3074935400516796,0.8333333333333333,2.2184494912009605,0,-0.2303030303030302,-0.3194685578916159,-0.0393939393939394,-0.078263568350498,False,True,False,True
2023-06-02,6215,和椿,其他電子業,raw,0.1551724137931034,0.2271062271062269,4.700710520542665,0,-0.2626112759643917,-0.2578268016642638,-0.1572700296735906,-0.1777283388761502,False,True,False,True
2026-04-14,4908,前鼎,通信網路業,raw,0.3443396226415094,0.8999999999999999,2.4336616965732487,0,,,0.7021276595744681,0.5541273373229749,False,True,False,True
2026-04-15,3090,日電貿,電子零組件業,raw,0.1358811040339702,0.0190476190476189,2.446462026815662,0,,,0.3209302325581395,0.2008843560194568,False,True,False,True
2026-04-15,3450,聯鈞,電子工業,raw,0.1934369602763386,0.3365570599613152,2.0526163685239904,0,,,0.1447178002894356,0.0246719237507528,False,True,False,True
2026-04-16,6488,環球晶,半導體業,raw,0.1986681465038846,0.1999999999999999,1.55098741296474,-1,,,0.3071161048689139,0.2062655613599279,False,False,True,True
2026-04-17,2478,大毅,電子零組件業,raw,0.08885754583921,0.2411575562700965,2.849491654594607,0,,,0.2205323193916348,0.1302935583957769,False,True,False,True
2026-04-17,8043,蜜望實,電子零組件業,raw,0.2627450980392156,0.1052631578947367,2.426344606197428,0,,,0.1947368421052631,0.1044980811094051,False,True,False,True
2026-05-08,1809,中釉,玻璃陶瓷,raw,0.3846153846153846,0.4784394250513346,2.6928419310943896,0,,,0.4813793103448276,0.4384973043036904,False,True,False,True
2026-05-13,3036,文曄,電子通路業,raw,0.2483516483516483,0.8146964856230032,2.2885241983891538,0,,,-0.1927083333333333,-0.2325488200474275,False,True,False,True
2026-05-14,3236,千如,電子零組件業,raw,0.1652173913043479,0.3355481727574751,2.6443441662340703,0,,,0.6143039591315456,0.5583967987444396,False,True,False,True
2026-05-29,6548,長科*,半導體業,raw,0.3217054263565893,0.4842219804134928,1.2632844150412064,-1,,,0.1556802244039272,0.1078523856364951,False,False,True,True
2026-06-05,2887,台新新光金,金融保險,raw,0.2016806722689075,0.176954732510288,2.517380536594668,0,,,,,False,True,False,True
2026-04-14,2493,揚博,電子零組件業,adj,0.3365384615384614,0.1680672268907563,3.005685459543527,0,,,0.0071942446043165,-0.1408060776471766,False,True,False,True
2026-04-14,4908,前鼎,通信網路業,adj,0.3443396226415094,0.8999999999999999,2.4336616965732487,0,,,0.7021276595744681,0.5541273373229749,False,True,False,True
2026-04-15,3090,日電貿,電子零組件業,adj,0.1358811040339702,0.0190476190476189,2.446462026815662,0,,,0.3209302325581395,0.2008843560194568,False,True,False,True
2026-04-15,3450,聯鈞,電子工業,adj,0.193436960945855,0.3365570612658886,2.0526163685239904,0,,,0.1447178007091407,0.0246719241704579,False,True,False,True
2026-04-16,6488,環球晶,半導體業,adj,0.1986681465038846,0.1999999999999999,1.55098741296474,-1,,,0.3071161048689139,0.2062655613599279,False,False,True,True
2026-04-17,2478,大毅,電子零組件業,adj,0.08885754583921,0.2411575562700965,2.849491654594607,0,,,0.2205323193916348,0.1302935583957769,False,True,False,True
2026-04-17,8043,蜜望實,電子零組件業,adj,0.2627450980392156,0.1052631578947367,2.426344606197428,0,,,0.1947368421052631,0.1044980811094051,False,True,False,True
2026-05-08,1809,中釉,玻璃陶瓷,adj,0.3846153846153846,0.4784394250513346,2.6928419310943896,0,,,0.4813793103448276,0.4384973043036904,False,True,False,True
2026-05-13,3036,文曄,電子通路業,adj,0.2483516505972942,0.8146964844051503,2.2885241983891538,0,,,-0.1696597427050894,-0.2095002294191836,False,True,False,True
2026-05-14,3236,千如,電子零組件業,adj,0.1652173913043479,0.3355481727574751,2.6443441662340703,0,,,0.6143039591315456,0.5583967987444396,False,True,False,True
2026-06-05,2887,台新新光金,金融保險,adj,0.2016806722689075,0.176954732510288,2.517380536594668,0,,,,,False,True,False,True
2023-06-01,4979,華星光,通信網路業,adj,0.2011385161639252,0.3119170930049659,1.9935152753107828,0,1.4464680254518196,1.4346786154669482,0.9548286592570784,0.9175657243100284,False,False,False,False
2023-06-01,4979,華星光,通信網路業,raw,0.2011385199240984,0.3119170984455959,1.9935152753107828,0,1.4454828660436134,1.433693456058742,0.9548286604361368,0.9175657254890868,False,False,False,False
2026-01-27,2486,一詮,電子工業,adj,0.3239875335932625,0.7346938789418971,1.9139704174126464,0,1.180392160406384,0.8854106646507487,-0.0431372518205354,-0.0347578431657865,False,False,False,False
2026-01-27,2486,一詮,電子工業,raw,0.32398753894081,0.7346938775510203,1.9139704174126464,0,1.180392156862745,0.8854106611071095,-0.0431372549019607,-0.0347578462472118,False,False,False,False
2026-01-29,3163,波若威,通信網路業,raw,0.1856963613550815,1.1,1.7964402995193711,0,1.1576763485477175,0.8740212264670382,0.5975103734439835,0.549633085659915,False,False,False,False
2026-01-29,3163,波若威,通信網路業,adj,0.1856963613550815,1.1,1.7964402995193711,0,1.1576763485477175,0.8740212264670382,0.5975103734439835,0.549633085659915,False,False,False,False
2026-01-29,6291,沛亨,半導體業,adj,0.2506393874008594,0.8664122168836799,1.728931242529541,0,0.9666796007307554,0.6830244786500761,0.1946721327373504,0.1467948449532818,False,False,False,False
2025-11-28,3163,波若威,通信網路業,raw,0.3195020746887966,0.3249999999999999,1.7964402995193711,0,0.954954954954955,0.7946516250616538,0.1831831831831831,0.1458570276648222,False,False,False,False
2025-11-28,3163,波若威,通信網路業,adj,0.3195020746887966,0.3249999999999999,1.7964402995193711,0,0.954954954954955,0.7946516250616538,0.1831831831831831,0.1458570276648222,False,False,False,False
2026-01-29,6291,沛亨,半導體業,raw,0.2506393861892584,0.866412213740458,1.728931242529541,0,0.9323770491803278,0.6487219270996485,0.194672131147541,0.1467948433634724,False,False,False,False
2026-01-22,6949,沛爾生醫-創,創新板股票,raw,0.2478873239436618,0.20708446866485,1.7930623802922008,0,0.7072072072072073,0.4267191606423355,0.3806306306306306,0.3479112143084514,False,False,False,False
2026-01-22,6949,沛爾生醫-創,創新板股票,adj,0.2478873239436618,0.2205731892700992,1.7930623802922008,0,0.7072072072072073,0.4267191606423355,0.3806306306306306,0.3479112143084514,False,False,False,False
2023-04-10,4763,材料*-KY,化學生技醫療,raw,0.281524926686217,1.4481792717086837,1.4299556779065954,0,0.5109573241061129,0.4620005395235187,0.2179930795847751,0.2333961335061647,False,False,False,False
2023-02-09,6472,保瑞,化學生技醫療,adj,0.2738238843871523,0.7198697017325333,1.5715390698784584,0,0.4428044287640089,0.452548895669104,-0.0405904068452421,-0.0235107137690735,False,False,False,False
2023-02-09,6472,保瑞,化學生技醫療,raw,0.2738238841978286,0.719869706840391,1.5715390698784584,0,0.4428044280442804,0.4525488949493755,-0.040590405904059,-0.0235107128278904,False,False,False,False
2023-02-01,3443,創意,電子工業,raw,0.0767123287671232,0.8364485981308412,1.4719693745796183,0,0.4285714285714286,0.4210118641168565,0.3471177944862156,0.3306961817662361,False,False,False,False
2023-07-17,1519,華城,電機機械,adj,0.3853503167315342,1.1969696859157657,1.7434446676776223,0,0.3268597439514715,0.3680910404008771,0.0211957222766141,0.0742565754602193,False,False,False,False
2023-07-17,1519,華城,電機機械,raw,0.3853503184713376,1.1969696969696968,1.7434446676776223,0,0.311212814645309,0.3524441110947146,0.0091533180778031,0.0622141712614083,False,False,False,False
2026-03-24,6584,南俊國際,電子零組件業,raw,0.2413793103448276,0.6744186046511629,1.7243416530782232,0,0.2490566037735848,-0.1579172729889291,0.3905660377358491,0.2008921251905897,False,False,False,False
2026-03-24,6584,南俊國際,電子零組件業,adj,0.2413793103448276,0.6744186046511629,1.7243416530782232,0,0.2490566037735848,-0.1579172729889291,0.3905660377358491,0.2008921251905897,False,False,False,False
2023-02-06,5292,華懋,綠能環保,raw,0.0291858678955454,0.1795774647887325,1.954736842105263,0,0.2341062079281974,0.2168300680437533,0.0845175766641737,0.0588583076158053,False,False,False,False
2023-06-02,6831,邁科,電腦及週邊設備業,raw,0.1157495256166982,0.1073446327683615,1.8182454911574155,0,0.1993875467846206,0.2041720210847484,0.1891799931949642,0.1687216839924045,False,False,False,False
2023-08-01,6531,愛普*,電子工業,adj,0.2231012639390788,0.3950947972430616,1.4236309890782848,0,-0.0763260025384896,-0.0062420494071877,-0.1513583430116224,-0.1180752211592835,False,False,False,False
2023-08-01,6531,愛普*,電子工業,raw,0.2231012658227849,0.3657243816254416,1.4236309890782848,0,-0.0763260025873221,-0.0062420494560202,-0.1513583441138422,-0.1180752222615033,False,False,False,False
2025-08-28,1560,中砂,電機機械,raw,0.0660522273425499,0.2527075812274368,1.7657517393115665,0,-0.0951704545454545,-0.2226971005148718,-0.0681818181818182,-0.1149241292437165,False,False,False,False
2025-08-28,1560,中砂,電機機械,adj,0.0660522273425499,0.2666300448756804,1.7657517393115665,0,-0.0951704545454545,-0.2226971005148718,-0.0681818181818182,-0.1149241292437165,False,False,False,False
2025-12-01,5469,瀚宇博,電子零組件業,raw,0.1331300813008129,0.3498789346246973,1.7490806795181717,0,-0.24,-0.4295264488472925,-0.1795555555555555,-0.2308525445230278,False,False,False,False
2025-12-01,5469,瀚宇博,電子零組件業,adj,0.1331300813008129,0.3498789346246973,1.7490806795181717,0,-0.24,-0.4295264488472925,-0.1795555555555555,-0.2308525445230278,False,False,False,False
2024-10-22,6231,系微,資訊服務業,adj,0.1420345497505599,0.2768240339231425,1.6946715287067338,0,-0.3524451930906349,-0.3415846942665907,-0.1745362558256211,-0.1383610862692024,False,False,False,False
2024-10-22,6231,系微,資訊服務業,raw,0.1420345489443377,0.2768240343347639,1.6946715287067338,0,-0.3524451939291737,-0.3415846951051295,-0.1745362563237774,-0.1383610867673587,False,False,False,False
2026-04-14,3443,創意,電子工業,raw,0.3347921225382932,0.227364185110664,1.4542693443518966,0,,,0.6111111111111112,0.463110788859618,False,False,False,False
2026-04-14,4979,華星光,通信網路業,raw,0.207970112079701,0.6247906197654942,1.5092872303139044,0,,,0.2119341563786008,0.0639338341271076,False,False,False,False
2026-04-16,6173,信昌電,電子零組件業,raw,0.2411242603550298,0.308892355694228,1.783080541845076,0,,,0.9691577698695136,0.8683072263605277,False,False,False,False
2026-04-17,2454,聯發科,電子工業,raw,0.1127167630057803,0.3556338028169015,1.517893740251219,0,,,0.6096938775510203,0.5194551165551624,False,False,False,False
2026-06-26,6213,聯茂,電子零組件業,raw,0.2531645569620253,1.1930379746835444,1.7555490300375718,0,,,,,False,False,False,False
2026-04-14,3443,創意,電子工業,adj,0.3347921224613337,0.2273641847934473,1.4542693443518966,0,,,0.6111111109693748,0.4631107887178816,False,False,False,False
2026-04-14,4979,華星光,通信網路業,adj,0.207970112079701,0.6247906197654942,1.5092872303139044,0,,,0.2119341563786008,0.0639338341271076,False,False,False,False
2026-04-15,2327,國巨*,電子工業,adj,0.2384615397130602,0.2727272701939494,1.598381936829722,0,,,0.4234375005655535,0.3033916240268708,False,False,False,False
2026-04-16,6173,信昌電,電子零組件業,adj,0.2411242603550298,0.308892355694228,1.783080541845076,0,,,0.9691577698695136,0.8683072263605277,False,False,False,False
2026-04-17,2454,聯發科,電子工業,adj,0.1127167630057803,0.3556338028169015,1.517893740251219,0,,,0.6096938775510203,0.5194551165551624,False,False,False,False
2026-05-29,6548,長科*,半導體業,adj,0.321705426809501,0.4986318860782686,1.2632844150412064,0,,,,,False,False,False,False
2026-06-26,6213,聯茂,電子零組件業,adj,0.2531645569620253,1.1930379746835444,1.7555490300375718,0,,,,,False,False,False,False
