group,label,trades,retention,avg_return,median_return,win_return,pf_return,avg_excess,median_excess,win_excess,pf_excess,right_tail_20pct,right_tail_50pct,bad_loss_minus10pct,avg_ret60_signal,median_ret60_signal,mode,delta_median_excess,delta_win_excess,delta_right_tail_50pct
volume_gap_top3,adj: baseline,43,1.0,0.21208142269901878,0.1447178007091407,0.6744186046511628,6.517467632325787,0.1597482444232622,0.0886193862734387,0.627906976744186,4.763724128363104,0.4186046511627907,0.18604651162790697,0.18604651162790697,0.503711858306352,0.408099691352239,adj,0.0,0.0,0.0
volume_gap_top3,adj: top1/top3 < 1.5,35,0.813953488372093,0.19836226981413305,0.1273148185991754,0.6285714285714286,5.321393340928733,0.15321383826435947,0.0742565754602193,0.6,4.226614245933207,0.4,0.17142857142857143,0.22857142857142856,0.5230090678075211,0.42500049150650443,adj,-0.014362810813219398,-0.027906976744186074,-0.014617940199335544
volume_gap_top3_flagged,adj: flagged top1/top3 >= 1.5,8,0.18604651162790697,0.2721027165703938,0.20763458074844895,0.875,48.058011122089106,0.1883362713684615,0.117395819752591,0.75,10.235199834625755,0.5,0.25,0.0,0.4192865667387366,0.2981590317678807,adj,0.028776433479152305,0.12209302325581395,0.06395348837209303
volume_gap_top3,adj: top1/top3 < 2,43,1.0,0.21208142269901878,0.1447178007091407,0.6744186046511628,6.517467632325787,0.1597482444232622,0.0886193862734387,0.627906976744186,4.763724128363104,0.4186046511627907,0.18604651162790697,0.18604651162790697,0.503711858306352,0.408099691352239,adj,0.0,0.0,0.0
volume_gap_top3_flagged,adj: flagged top1/top3 >= 2,0,0.0,,,,,,,,,,,,,,adj,,,
volume_gap_top3,adj: top1/top3 < 3,43,1.0,0.21208142269901878,0.1447178007091407,0.6744186046511628,6.517467632325787,0.1597482444232622,0.0886193862734387,0.627906976744186,4.763724128363104,0.4186046511627907,0.18604651162790697,0.18604651162790697,0.503711858306352,0.408099691352239,adj,0.0,0.0,0.0
volume_gap_top3_flagged,adj: flagged top1/top3 >= 3,0,0.0,,,,,,,,,,,,,,adj,,,
volume_gap_top5,adj: baseline,43,1.0,0.21208142269901878,0.1447178007091407,0.6744186046511628,6.517467632325787,0.1597482444232622,0.0886193862734387,0.627906976744186,4.763724128363104,0.4186046511627907,0.18604651162790697,0.18604651162790697,0.503711858306352,0.408099691352239,adj,0.0,0.0,0.0
volume_gap_top5,adj: top1/top5 < 1.5,21,0.4883720930232558,0.22724033682935288,0.1831831831831831,0.6666666666666666,6.832032920649252,0.17114135394392582,0.0886193862734387,0.6190476190476191,4.881021993297174,0.42857142857142855,0.23809523809523808,0.19047619047619047,0.5999036842995797,0.674110837247434,adj,0.0,-0.008859357696566983,0.05204872646733111
volume_gap_top5_flagged,adj: flagged top1/top5 >= 1.5,22,0.5116279069767442,0.1976115501200635,0.13601630965415806,0.6818181818181818,6.209063495317362,0.14887300351717414,0.07516252119526359,0.6363636363636364,4.642907213912128,0.4090909090909091,0.13636363636363635,0.18181818181818182,0.41189238804008893,0.3360526170116819,adj,-0.013456865078175104,0.008456659619450302,-0.04968287526427062
