signal,raw_signals,adj_signals,raw_avg_20d,adj_avg_20d,raw_median_20d,adj_median_20d,raw_win_20d,adj_win_20d,raw_avg_60d,adj_avg_60d,raw_median_60d,adj_median_60d,raw_win_60d,adj_win_60d,raw_pct_signal_day_gt9,adj_pct_signal_day_gt9,raw_pct_next_gap_gt3,adj_pct_next_gap_gt3,avg_raw_adj_median_20d,avg_raw_adj_win_20d,min_raw_adj_signals,rank_score
magic_repo40_c460_c5gt8_regime,73.0,71.0,0.10476889395012189,0.09428773687502254,0.0605362394386068,0.03268466694686205,0.5735294117647058,0.5303030303030303,0.09618081058966892,0.07235215379956432,0.0062906607076284,-0.049925987490280446,0.5,0.42857142857142855,0.3698630136986301,0.38028169014084506,0.1643835616438356,0.15492957746478872,0.04661045319273442,0.5519162210338681,71.0,0.07474369739950804
magic_repo40_c460_c5gt5_regime,73.0,71.0,0.10476889395012189,0.09428773687502254,0.0605362394386068,0.03268466694686205,0.5735294117647058,0.5303030303030303,0.09618081058966892,0.07235215379956432,0.0062906607076284,-0.049925987490280446,0.5,0.42857142857142855,0.3698630136986301,0.38028169014084506,0.1643835616438356,0.15492957746478872,0.04661045319273442,0.5519162210338681,71.0,0.07474369739950804
magic_repo40_c460_c5gt3_regime,74.0,72.0,0.10067662494709213,0.09022974532161616,0.0588583076158053,0.0303262056917026,0.5652173913043478,0.5223880597014925,0.09257896798545885,0.06896941029610186,-0.0062420494560202,-0.06899166357231,0.48936170212765956,0.4186046511627907,0.36486486486486486,0.375,0.16216216216216217,0.1527777777777778,0.04459225665375395,0.5438027255029201,72.0,0.07135280175433797
core_repo60_regime,62.0,60.0,0.12219830695663488,0.11206430372179278,0.0588583076158053,0.0303262056917026,0.5818181818181818,0.5283018867924528,0.11787288896265054,0.11729198855414029,-0.0820721005148719,-0.10651981368415911,0.46511627906976744,0.425,0.3548387096774194,0.36666666666666664,0.20967741935483872,0.2,0.04459225665375395,0.5550600343053174,60.0,0.07060426351481743
core_repo50_regime,92.0,90.0,0.09552333446055308,0.0847388760349542,0.0525575155163561,0.0246719241704579,0.5555555555555556,0.5063291139240507,0.14848452627187242,0.1499766436057339,0.02516896465925235,0.00627306869099095,0.5344827586206896,0.5,0.358695652173913,0.36666666666666664,0.2391304347826087,0.23333333333333334,0.038614719843407,0.5309423347398031,90.0,0.06480318679136762
magic_c460_c5gt5_regime,84.0,82.0,0.0864989790136532,0.0778756913639287,0.0458269612811221,0.0246719241704579,0.5443037974683544,0.5064935064935064,0.08046759020374543,0.06371061202624906,-0.0062420494560202,-0.0308603114082509,0.4909090909090909,0.45098039215686275,0.36904761904761907,0.3780487804878049,0.16666666666666666,0.15853658536585366,0.035249442725789996,0.5253986519809304,82.0,0.06032917312197608
magic_c460_c5gt8_regime,84.0,82.0,0.0864989790136532,0.0778756913639287,0.0458269612811221,0.0246719241704579,0.5443037974683544,0.5064935064935064,0.08046759020374543,0.06371061202624906,-0.0062420494560202,-0.0308603114082509,0.4909090909090909,0.45098039215686275,0.36904761904761907,0.3780487804878049,0.16666666666666666,0.15853658536585366,0.035249442725789996,0.5253986519809304,82.0,0.06032917312197608
magic_c460_c5gt3_regime,85.0,83.0,0.0831977709352459,0.07460039151050393,0.04043504850458015,0.0115297511970354,0.5375,0.5,0.07772520838210346,0.06107952685556501,-0.00653238685023165,-0.049925987490280446,0.48214285714285715,0.4423076923076923,0.36470588235294116,0.37349397590361444,0.16470588235294117,0.1566265060240964,0.025982399850807775,0.51875,83.0,0.04973239985080778
core_repo40_regime,119.0,120.0,0.08331592695881179,0.0730522907832961,0.027499069549287297,-0.0101046590709319,0.5188679245283019,0.4766355140186916,0.12575249858229456,0.12033643845105606,0.018805778830223302,-0.0180719603846988,0.5128205128205128,0.4805194805194805,0.36134453781512604,0.35833333333333334,0.2184873949579832,0.20833333333333334,0.008697205239177698,0.4977517192734967,119.0,0.028247549093877042
core_c1c2c3_regime,160.0,167.0,0.07710387524768743,0.0729207736898099,0.0183793153585251,-0.0021862095654486,0.5103448275862069,0.4900662251655629,0.1457165004994921,0.14721915355013726,0.018823370871277,-0.0062420494071877,0.5135135135135135,0.4956521739130435,0.35,0.3712574850299401,0.23125,0.23353293413173654,0.00809655289653825,0.5002055263758849,160.0,0.028137658171715228
