regime,regime_value,signal,signals,n_raw_20d,avg_raw_20d,median_raw_20d,win_raw_20d,n_excess_20d,avg_excess_20d,median_excess_20d,win_excess_20d,n_t1_20d,avg_t1_20d,median_t1_20d,win_t1_20d,n_t1_excess_20d,avg_t1_excess_20d,median_t1_excess_20d,win_t1_excess_20d,n_t1_open_20d,avg_t1_open_20d,median_t1_open_20d,win_t1_open_20d,n_t1_open_excess_20d,avg_t1_open_excess_20d,median_t1_open_excess_20d,win_t1_open_excess_20d,n_raw_60d,avg_raw_60d,median_raw_60d,win_raw_60d,n_excess_60d,avg_excess_60d,median_excess_60d,win_excess_60d,n_t1_60d,avg_t1_60d,median_t1_60d,win_t1_60d,n_t1_excess_60d,avg_t1_excess_60d,median_t1_excess_60d,win_t1_excess_60d,n_t1_open_60d,avg_t1_open_60d,median_t1_open_60d,win_t1_open_60d,n_t1_open_excess_60d,avg_t1_open_excess_60d,median_t1_open_excess_60d,win_t1_open_excess_60d,avg_signal_day_ret_1d,pct_signal_day_gt9,pct_next_gap_gt3,pct_next_gap_lt_minus3,pct_low_liquidity_lt100m
regime_close_gt_ma60,False,c1_c2,97,97,-0.00290666284480844,-0.0114503867276352,0.4639175257731959,97,-0.003943389446487328,-0.009629123614653304,0.4639175257731959,97,-0.005002307625934497,-0.0084889645947815,0.4639175257731959,97,-0.008174760297895475,-0.002959920107280573,0.4742268041237113,97,-0.009086522052448393,-0.0108958876797659,0.422680412371134,97,-0.012894975646264318,-0.011020175443553066,0.4536082474226804,97,0.013413300769419073,-0.0031847037198524,0.4948453608247423,97,-0.0007008694797230709,-0.023933220103016184,0.4536082474226804,97,0.012188072900182156,-0.0083798812079864,0.4742268041237113,97,0.0015657478558744277,-0.021203766145428397,0.41237113402061853,97,0.0076719715287565824,-0.0138539036811242,0.4536082474226804,97,-0.0035908444795220073,-0.03233162580965977,0.4020618556701031,0.032881517146268094,0.12371134020618557,0.061855670103092786,0.0,0.28865979381443296
regime_close_gt_ma60,False,c1_c2_c3,44,44,-0.020998903731160003,-0.04443054628746685,0.38636363636363635,44,-0.024770092525846343,-0.061087192314077866,0.36363636363636365,44,-0.025541627667949127,-0.034950434760509796,0.36363636363636365,44,-0.03047306242500555,-0.05612970917940195,0.36363636363636365,44,-0.03141742271613584,-0.050486558547114854,0.36363636363636365,44,-0.03850421681925909,-0.05476888610290695,0.3409090909090909,44,0.006677756611110631,-0.0749951666039406,0.4090909090909091,44,-0.01593515385139546,-0.0864804123113601,0.38636363636363635,44,0.0029910161551632676,-0.07499182321892235,0.38636363636363635,44,-0.012658057633841653,-0.09250174716050695,0.3409090909090909,44,-0.003301760171412747,-0.0793650189827684,0.36363636363636365,44,-0.021250476656861087,-0.09720155918537696,0.3409090909090909,0.04470635910414228,0.22727272727272727,0.11363636363636363,0.0,0.20454545454545456
regime_close_gt_ma60,False,magic26_v0,17,17,-0.027530434619087343,-0.0502183411272245,0.35294117647058826,17,-0.0254133585152638,-0.06154802691636771,0.29411764705882354,17,-0.037256537556776506,-0.0170454642838252,0.29411764705882354,17,-0.03491929987377461,-0.05425023913810892,0.35294117647058826,17,-0.03430240107023208,-0.0484949848209244,0.35294117647058826,17,-0.03325891391322302,-0.05078997777251569,0.35294117647058826,17,-0.04444195151691068,-0.1196388256644995,0.17647058823529413,17,-0.047002979780322175,-0.11805728291954418,0.17647058823529413,17,-0.058449002283450714,-0.1098484988898564,0.17647058823529413,17,-0.05225681136101356,-0.09750966737606787,0.17647058823529413,17,-0.05338439211896615,-0.1180555539849819,0.17647058823529413,17,-0.04827681344118882,-0.10882358400407909,0.17647058823529413,0.03627177277911844,0.11764705882352941,0.058823529411764705,0.0,0.0
regime_close_gt_ma60,False,magic26_v0_quality,14,14,-0.018321332021837815,-0.06738322506297645,0.35714285714285715,14,-0.015418228632335034,-0.06447854014491108,0.2857142857142857,14,-0.029304572814735374,-0.027041244433083853,0.2857142857142857,14,-0.02485829346990262,-0.05612970917940195,0.35714285714285715,14,-0.022513506609525058,-0.0383918446110559,0.35714285714285715,14,-0.020254063736141647,-0.046606565587132914,0.35714285714285715,14,-0.0026779956458472245,-0.10578015867548915,0.21428571428571427,14,-0.005269863711902043,-0.11734086576183624,0.21428571428571427,14,-0.01782903271662491,-0.09421387171711276,0.21428571428571427,14,-0.011704476866677199,-0.09250174716050695,0.21428571428571427,14,-0.009032774084975381,-0.10171823233071005,0.21428571428571427,14,-0.0049815676974383424,-0.09949095491694275,0.21428571428571427,0.04163902549910061,0.14285714285714285,0.07142857142857142,0.0,0.0
regime_close_gt_ma60,True,c1_c2,349,328,0.08514843828556803,0.02231401772654055,0.5609756097560976,328,0.05122317138868536,-0.0017242616370865276,0.49390243902439024,328,0.08363937582736783,0.0178994271637049,0.551829268292683,328,0.04944139594743295,-0.010448577901791274,0.47560975609756095,328,0.08091636281379459,0.022275045159376547,0.573170731707317,328,0.046608010331117916,-0.0035437416154676434,0.4878048780487805,282,0.18720878849640285,0.06901503498474475,0.6099290780141844,282,0.09514138733435273,-0.01642947814844901,0.4787234042553192,281,0.1822939124929028,0.0589849151699239,0.604982206405694,281,0.08704893103122525,-0.03005684144935125,0.44483985765124556,281,0.1772997060037978,0.0619469026548673,0.6192170818505338,281,0.08323465433641848,-0.019298041395310564,0.45195729537366547,0.04326634336625794,0.23782234957020057,0.16045845272206305,0.05157593123209169,0.33810888252148996
regime_close_gt_ma60,True,c1_c2_c3,177,161,0.11191350573680425,0.0465116359479576,0.5714285714285714,161,0.07336259784986143,0.005142395309819275,0.5093167701863354,161,0.11241573976839112,0.041131097167862,0.5527950310559007,161,0.07485633814192251,-0.0004870299130291106,0.4968944099378882,161,0.10745066292072929,0.0322033770506398,0.5714285714285714,161,0.06986233749614093,0.000986647348915154,0.5031055900621118,126,0.2673367619949614,0.12161614093765545,0.6190476190476191,126,0.16005048341497094,0.009871586830168488,0.5158730158730159,125,0.260494059385391,0.078437430945722,0.624,125,0.1494891844673133,-0.010131141743725397,0.488,125,0.24816466294988407,0.0751055127579671,0.616,125,0.13927515785758365,-0.0057064345996198605,0.488,0.05608196220846799,0.3615819209039548,0.23163841807909605,0.05649717514124294,0.2655367231638418
regime_close_gt_ma60,True,magic26_v0,74,71,0.1472654128570421,0.0921501644977167,0.6197183098591549,71,0.10453463803564153,0.055039454410546584,0.6197183098591549,71,0.14594825680949608,0.096846846928734,0.6338028169014085,71,0.10679453720622946,0.05101391532653651,0.5774647887323944,71,0.13911127226054812,0.0857142760581664,0.6338028169014085,71,0.09976519104498083,0.0458269612811221,0.5774647887323944,51,0.21784009190156134,0.1335504906529285,0.5882352941176471,51,0.11638341182453975,0.02978299447064467,0.5294117647058824,50,0.22321198749625565,0.11682685796649965,0.64,50,0.12461186102650258,0.009646006824703707,0.5,50,0.20782904821796536,0.1099023150407295,0.6,50,0.11150767402168552,0.006942356370543926,0.5,0.04816497435564971,0.2702702702702703,0.16216216216216217,0.04054054054054054,0.14864864864864866
regime_close_gt_ma60,True,magic26_v0_quality,66,64,0.14037591188966977,0.08799737294811034,0.609375,64,0.09605634280451919,0.04891228596276697,0.609375,64,0.13936512160443462,0.09617116898932221,0.625,64,0.09955439807721132,0.04970817728594011,0.578125,64,0.1309729633886242,0.08151693184351615,0.625,64,0.09094217642751709,0.0326846669468621,0.5625,46,0.22417189336122195,0.1344080955680101,0.5869565217391305,46,0.11143725520907245,0.019005551410594318,0.5217391304347826,45,0.22435978052400765,0.1552162849872773,0.6444444444444445,45,0.11467964108409952,-0.0031367898015730866,0.4888888888888889,45,0.20953194867624397,0.1321695760598504,0.6,45,0.10251894537614895,-0.006242049407187714,0.4888888888888889,0.04689262611437059,0.2727272727272727,0.16666666666666666,0.045454545454545456,0.06060606060606061
regime_ma20_gt_ma60,False,c1_c2,112,112,0.021960786203490568,0.009334258174583498,0.5625,112,0.01355575240431057,-0.00020025787183867647,0.5,112,0.016020286194045687,0.0085284238897851,0.5446428571428571,112,0.006497697876859011,0.00563990903686168,0.5178571428571429,112,0.016194746640445064,0.00432015694408845,0.5178571428571429,112,0.006686737217671461,0.007312244639489348,0.5089285714285714,112,0.03883991204623688,0.01427313806546155,0.5178571428571429,112,0.025804373996106696,-0.002893874093007582,0.4732142857142857,112,0.03440171905097261,-0.0045833287202892,0.49107142857142855,112,0.024088851988431033,-0.015575354271788619,0.4375,112,0.034192989078142985,-0.00611239254845195,0.49107142857142855,112,0.023978361528487414,-0.013096043040950058,0.44642857142857145,0.03368028580054788,0.13392857142857142,0.0625,0.0,0.29464285714285715
regime_ma20_gt_ma60,False,c1_c2_c3,47,47,0.006980919331952859,0.0024242407989889,0.5106382978723404,47,0.0019191902584548524,-0.020577038049546664,0.425531914893617,47,-0.0020283037723086463,-0.0121527857112848,0.44680851063829785,47,-0.0073397787605606725,-0.007958230738047557,0.46808510638297873,47,-0.0028674515086211036,-0.0063291156646666,0.46808510638297873,47,-0.007993159586766005,-0.011020175443553066,0.46808510638297873,47,0.02214653554879779,-0.0993449850565001,0.40425531914893614,47,0.012856931589523724,-0.08214889016259262,0.425531914893617,47,0.019861601627229313,-0.0848287085698711,0.3404255319148936,47,0.015408215869266224,-0.08413204187631056,0.3617021276595745,47,0.018692394279827395,-0.0649999978970663,0.3829787234042553,47,0.014474762938420557,-0.08620441231919512,0.40425531914893614,0.046858477716604605,0.23404255319148937,0.1276595744680851,0.0,0.19148936170212766
