date,stock_id,stock_name,industry_category,price_mode,case_class_60d,ret_20d,ret_60d_signal,range_pos,days_since_max_volume,avg_amount_20d,signal_day_ret_1d,next_open_gap,top1_to_top3_volume_ratio,top1_to_top5_volume_ratio,top1_to_top10_volume_ratio,risk_long_ma_score,t1_open_fwd_60d,t1_open_excess_60d,fixed20_ret,t1_open_excess_20d,flag_top10_gap_ge2,is_flagged_right_tail,is_flagged_failure,rescue_pattern_tags
2023-07-17,1519,華城,電機機械,adj,小右尾20-50%,0.3853503167315342,1.1969696859157657,1.0,47.0,1717045970.4,0.0874999978134589,0.0045977023780086,1.090023899199985,1.3466687687248775,1.7434446676776223,0,0.3268597439514715,0.3680910404008771,0.0211957222766141,0.0742565754602193,False,False,False,top3不斷層;top5可接受;ret20偏熱;最大量距離適中;高位區間;大型成交金額
2026-02-25,4722,國精化,化學工業,adj,小右尾20-50%,0.2777777777777777,0.2897196261682242,0.9563151169778652,96.0,381674258.95,0.0981432360742706,0.0314009661835748,1.3823716052571504,1.7690318666312692,2.2541886558909963,0,0.2669789227166277,0.018823370871277,-0.1920374707259953,-0.1258976468905357,True,False,False,top10斷層;top3不斷層;top5可接受;ret60未極熱;高位區間
2026-03-24,6584,南俊國際,電子零組件業,adj,小右尾20-50%,0.2413793103448276,0.6744186046511629,1.0,80.0,602143083.4,0.0526315789473683,-0.0185185185185184,1.2012583953099192,1.2656217756067656,1.7243416530782232,0,0.2490566037735848,-0.1579172729889291,0.3905660377358491,0.2008921251905897,False,False,False,top3不斷層;top5可接受;ret20未過熱;ret60未極熱;最大量距離適中;高位區間
2023-04-13,4169,泰宗,生技醫療業,adj,小右尾20-50%,0.1402805611222444,0.8034865293185418,1.0,37.0,9409567.4,0.0106571936056838,-0.0159929701230228,1.733158519774614,1.9190902746367116,3.2451618159978763,0,0.2323629219503482,0.1624901748951423,-0.0462582604036435,-0.0223403834936666,True,False,False,top10極端斷層;top5可接受;ret20未過熱;最大量距離適中;高位區間
2023-05-24,3032,偉訓,電子零組件業,adj,普通0-20%,0.1239837488977655,0.6581709387660377,0.9805485083800712,27.0,282058960.35,0.0146788905367905,0.0126582306512765,1.359519734432806,1.632284967859289,2.4940740679330844,0,0.1826368557610038,0.1657065880974685,0.0857142760581664,0.0303262056917026,True,False,False,top10斷層;top3不斷層;top5可接受;ret20未過熱;ret60未極熱;最大量距離適中;高位區間
2025-08-19,3163,波若威,通信網路業,adj,普通0-20%,0.1794871794871795,0.2607698907782863,0.9483620208249766,103.0,2192265214.0,0.0024213075060532,-0.0314009661835749,1.624752625645272,1.7888109450707084,2.093127559381214,0,0.1321695760598504,0.0315145584472277,0.0922693266832916,0.0458269612811221,True,False,False,top10斷層;top5可接受;ret20未過熱;ret60未極熱;高位區間;大型成交金額
2026-03-17,5351,鈺創,半導體業,adj,普通0-20%,0.3817204301075267,0.8467065868263473,1.0,42.0,1285212143.35,0.0998573466476462,0.08041504539559,1.27327232069968,1.471596275965375,2.12511861354898,-1,0.0876350540216086,-0.2503535505111134,-0.1896758703481392,-0.2744127112124309,True,False,False,top10斷層;top3不斷層;top5可接受;ret20偏熱;最大量距離適中;高位區間;大型成交金額
2025-08-28,7402,邑錡,光電業,adj,普通0-20%,0.3924050632911393,0.674110837247434,1.0,102.0,456289849.85,0.1,0.0,1.2503769633745696,1.3107640829625915,2.0736116079912,0,0.0454545454545454,-0.0820721005148719,0.018939393939394,-0.0278029171225043,True,False,False,top10斷層;top3不斷層;top5可接受;ret20偏熱;ret60未極熱;高位區間
2025-08-13,5536,聖暉*,其他電子類,adj,失敗<0%,0.2734530940289956,0.7789729481442353,1.0,25.0,558966585.4,0.0424836596199413,0.0078369905659272,1.4882763344318792,1.5915818554629662,2.294128580652656,0,-0.0046656289029434,-0.1567191359211019,0.4634525665469606,0.4239938201281796,True,False,True,top10斷層;top3不斷層;top5可接受;ret60未極熱;最大量距離適中;高位區間
2023-07-05,3704,合勤控,電子工業,adj,失敗<0%,0.260368670738238,0.472409126074063,1.0,52.0,515195154.85,0.0205223761821624,0.0054844611623963,1.1931049440813457,1.9840011314279196,2.422271035002064,0,-0.0578790320003145,-0.0308603114082509,-0.0781818182885741,-0.0679914743461021,True,False,True,top10斷層;top3不斷層;top5可接受;ret60未極熱;最大量距離適中;高位區間
2023-08-01,6531,愛普*,電子工業,adj,失敗<0%,0.2231012639390788,0.3950947972430616,1.0,42.0,2559774790.5,0.0131061591361767,0.0,1.0724319965307871,1.240162920709785,1.4236309890782848,0,-0.0763260025384896,-0.0062420494071877,-0.1513583430116224,-0.1180752211592835,False,False,False,top3不斷層;top5可接受;ret20未過熱;ret60未極熱;最大量距離適中;高位區間;大型成交金額
2025-08-28,1560,中砂,電機機械,adj,失敗<0%,0.0660522273425499,0.2666300448756804,0.8871433035704999,46.0,1438528031.95,0.0175953079178885,0.0144092219020173,1.2620291041677096,1.5158533686330056,1.7657517393115665,0,-0.0951704545454545,-0.2226971005148718,-0.0681818181818182,-0.1149241292437165,False,False,False,top3不斷層;top5可接受;ret20未過熱;ret60未極熱;最大量距離適中;大型成交金額
2024-07-15,8147,正淩,電子零組件業,adj,失敗<0%,0.2044647079993944,0.4250004915065044,1.0,96.0,303213980.4,0.0240549867395387,-0.0067114094877424,1.453624932659664,1.738702374038354,2.15733845842167,0,-0.1554054075447155,-0.1190009692475896,-0.1756756780940263,-0.092546173602254,True,False,True,top10斷層;top3不斷層;top5可接受;ret20未過熱;ret60未極熱;高位區間
2025-08-04,3294,英濟,電子零組件業,adj,失敗<0%,0.3875862068965516,0.8664192949907235,1.0,46.0,426779687.75,0.0994535519125683,0.0238568588469185,1.158196754151828,1.382234438239495,3.260521650825088,0,-0.1883495145631069,-0.3941588462622862,0.1106796116504855,0.0886193862734387,True,False,True,top10極端斷層;top3不斷層;top5可接受;ret20偏熱;最大量距離適中;高位區間
2023-06-02,6215,和椿,其他電子業,adj,大虧<=-20%,0.1551724424812308,0.2271062640400227,1.0,91.0,37366123.8,0.0060060239065247,0.0059701342047671,1.100212894501453,1.5570708737672865,4.700710520542665,0,-0.2165244761193361,-0.2117400018192082,-0.1045993966303694,-0.125057705832929,True,False,True,top10極端斷層;top3不斷層;top5可接受;ret20未過熱;ret60未極熱;高位區間
2024-05-02,3234,光環,通信網路業,adj,大虧<=-20%,0.3074935400516796,0.8333333333333333,1.0,47.0,142305600.45,0.012,-0.0217391304347825,1.310406141610282,1.4081082852373934,2.2184494912009605,0,-0.2303030303030302,-0.3194685578916159,-0.0393939393939394,-0.078263568350498,True,False,True,top10斷層;top3不斷層;top5可接受;最大量距離適中;高位區間
2025-12-01,5469,瀚宇博,電子零組件業,adj,大虧<=-20%,0.1331300813008129,0.3498789346246973,1.0,19.0,1616535175.45,0.0324074074074074,0.0089686098654708,1.144458929469613,1.4053421048015435,1.7490806795181717,0,-0.24,-0.4295264488472925,-0.1795555555555555,-0.2308525445230278,False,False,False,top3不斷層;top5可接受;ret20未過熱;ret60未極熱;高位區間;大型成交金額
2024-10-22,6231,系微,資訊服務業,adj,大虧<=-20%,0.1420345497505599,0.2768240339231425,1.0,28.0,796655236.85,0.0294117642876343,-0.0033613446945299,1.158809394854244,1.3701143500891677,1.6946715287067338,0,-0.3524451930906349,-0.3415846942665907,-0.1745362558256211,-0.1383610862692024,False,False,False,top3不斷層;top5可接受;ret20未過熱;ret60未極熱;最大量距離適中;高位區間
2026-04-14,2493,揚博,電子零組件業,adj,未成熟,0.3365384615384614,0.1680672268907563,0.8626548026309242,79.0,223144316.6,0.0651340996168583,0.0,1.587933170165738,1.7651503704116869,3.005685459543527,0,,,0.0071942446043165,-0.1408060776471766,True,False,False,top10極端斷層;top5可接受;ret60未極熱;最大量距離適中
2026-04-14,3443,創意,電子工業,adj,未成熟,0.3347921224613337,0.2273641847934473,1.0,101.0,6520035526.25,0.0990990989295126,0.0327868854942732,1.0609772560252413,1.2679531969634807,1.4542693443518966,0,,,0.6111111109693748,0.4631107887178816,False,False,False,top3不斷層;top5可接受;ret60未極熱;高位區間;大型成交金額
2026-04-14,4908,前鼎,通信網路業,adj,未成熟,0.3443396226415094,0.8999999999999999,1.0,15.0,957138721.75,0.0070671378091873,-0.0105263157894737,1.5347295138978336,1.911185068439846,2.4336616965732487,0,,,0.7021276595744681,0.5541273373229749,True,False,False,top10斷層;top5可接受;高位區間
2026-04-14,4979,華星光,通信網路業,adj,未成熟,0.207970112079701,0.6247906197654942,1.0,43.0,5080709397.0,0.043010752688172,0.002061855670103,1.262767599977768,1.272673261373974,1.5092872303139044,0,,,0.2119341563786008,0.0639338341271076,False,False,False,top3不斷層;top5可接受;ret20未過熱;ret60未極熱;最大量距離適中;高位區間;大型成交金額
2026-04-15,2327,國巨*,電子工業,adj,未成熟,0.2384615397130602,0.2727272701939494,1.0,111.0,9597713304.2,0.0320512817615779,-0.0062111794442498,1.0660349100127795,1.3008555230484826,1.598381936829722,0,,,0.4234375005655535,0.3033916240268708,False,False,False,top3不斷層;top5可接受;ret20未過熱;ret60未極熱;高位區間;大型成交金額
2026-04-15,3090,日電貿,電子零組件業,adj,未成熟,0.1358811040339702,0.0190476190476189,0.9820225329931014,77.0,430085465.3,0.0046948356807512,0.0046728971962617,1.4348533866062911,1.83349261291318,2.446462026815662,0,,,0.3209302325581395,0.2008843560194568,True,False,False,top10斷層;top3不斷層;top5可接受;ret20未過熱;ret60未極熱;最大量距離適中;高位區間
2026-04-15,3450,聯鈞,電子工業,adj,未成熟,0.193436960945855,0.3365570612658886,1.0,30.0,5023099507.8,0.0985691577067311,0.0,1.1818099474663897,1.6007086922394198,2.0526163685239904,0,,,0.1447178007091407,0.0246719241704579,True,False,False,top10斷層;top3不斷層;top5可接受;ret20未過熱;ret60未極熱;最大量距離適中;高位區間;大型成交金額
2026-04-16,6173,信昌電,電子零組件業,adj,未成熟,0.2411242603550298,0.308892355694228,1.0,92.0,396093592.05,0.0996068152031455,0.0047675804529201,1.1160546921314085,1.2048068727371206,1.783080541845076,0,,,0.9691577698695136,0.8683072263605277,False,False,False,top3不斷層;top5可接受;ret20未過熱;ret60未極熱;高位區間
2026-04-16,6488,環球晶,半導體業,adj,未成熟,0.1986681465038846,0.1999999999999999,1.0,61.0,2135243459.45,0.0465116279069768,-0.011111111111111,1.0707431140581545,1.3565152900725683,1.55098741296474,-1,,,0.3071161048689139,0.2062655613599279,False,False,False,top3不斷層;top5可接受;ret20未過熱;ret60未極熱;最大量距離適中;高位區間;大型成交金額
2026-04-17,2454,聯發科,電子工業,adj,未成熟,0.1127167630057803,0.3556338028169015,0.9756624015877264,49.0,17228826115.3,0.0158311345646438,0.018181818181818,1.085375361719737,1.193573856757132,1.517893740251219,0,,,0.6096938775510203,0.5194551165551624,False,False,False,top3不斷層;top5可接受;ret20未過熱;ret60未極熱;最大量距離適中;高位區間;大型成交金額
2026-04-17,2478,大毅,電子零組件業,adj,未成熟,0.08885754583921,0.2411575562700965,1.0,116.0,185539678.55,0.0404312668463611,0.0220207253886011,1.6707601242824353,1.859290415818735,2.849491654594607,0,,,0.2205323193916348,0.1302935583957769,True,False,False,top10斷層;top5可接受;ret20未過熱;ret60未極熱;高位區間
2026-04-17,8043,蜜望實,電子零組件業,adj,未成熟,0.2627450980392156,0.1052631578947367,0.9516385563915636,95.0,455086794.75,0.0265674814027629,-0.0165631469979296,1.685277649383368,1.9369009700137363,2.426344606197428,0,,,0.1947368421052631,0.1044980811094051,True,False,False,top10斷層;top5可接受;ret60未極熱;高位區間
2026-05-08,1809,中釉,玻璃陶瓷,adj,未成熟,0.3846153846153846,0.4784394250513346,1.0,32.0,251804674.2,0.0434782608695651,0.0069444444444444,1.2394304958261846,1.6482455919695729,2.6928419310943896,0,,,0.4813793103448276,0.4384973043036904,True,False,False,top10斷層;top3不斷層;top5可接受;ret20偏熱;ret60未極熱;最大量距離適中;高位區間
2026-05-13,3036,文曄,電子通路業,adj,未成熟,0.2483516505972942,0.8146964844051503,1.0,46.0,2895617292.15,0.030852994785727,0.0140845071442718,1.3948923837390972,1.704027831870491,2.2885241983891538,0,,,-0.1696597427050894,-0.2095002294191836,True,False,False,top10斷層;top3不斷層;top5可接受;ret20未過熱;最大量距離適中;高位區間;大型成交金額
2026-05-14,3236,千如,電子零組件業,adj,未成熟,0.1652173913043479,0.3355481727574751,1.0,74.0,256202120.7,0.0347490347490346,-0.0261194029850747,1.5220666238410754,1.7557149592032888,2.6443441662340703,0,,,0.6143039591315456,0.5583967987444396,True,False,False,top10斷層;top5可接受;ret20未過熱;ret60未極熱;最大量距離適中;高位區間
2026-05-29,6548,長科*,半導體業,adj,未成熟,0.321705426809501,0.4986318860782686,1.0,25.0,574590856.0,0.0271084326408903,0.045454553491768,1.0444021091372238,1.0818888302186525,1.2632844150412064,0,,,0.161366997171888,0.1135391584044559,False,False,False,top3不斷層;top5可接受;ret60未極熱;最大量距離適中;高位區間
2026-06-05,2887,台新新光金,金融保險,adj,未成熟,0.2016806722689075,0.176954732510288,1.0,109.0,3799023480.8,0.0017513134851139,-0.0384615384615385,1.3047462748721277,1.4721348121895932,2.517380536594668,0,,,,,True,False,False,top10斷層;top3不斷層;top5可接受;ret20未過熱;ret60未極熱;高位區間;大型成交金額
2026-06-26,6213,聯茂,電子零組件業,adj,未成熟,0.2531645569620253,1.1930379746835444,1.0,47.0,5154917700.7,0.0206185567010308,0.0375180375180375,1.1275615418172358,1.234573139568296,1.7555490300375718,0,,,,,False,False,False,top3不斷層;top5可接受;最大量距離適中;高位區間;大型成交金額
2024-05-03,6419,京晨科,光電業,raw,右尾>=50%,0.3925925925925926,0.7488372093023257,1.0,33.0,19210658.4,0.0666666666666666,-0.0066489361702127,1.289905115008415,1.3740714757131205,2.0990813335746696,0,0.9745649263721552,0.868982840609599,0.9410977242302544,0.8894878452275298,True,True,False,top10斷層;top3不斷層;top5可接受;ret20偏熱;ret60未極熱;最大量距離適中;高位區間
2023-06-01,4979,華星光,通信網路業,raw,超級右尾>=100%,0.2011385199240984,0.3119170984455959,1.0,114.0,818449572.6,0.0989583333333332,0.014218009478673,1.489430453383797,1.506673501915596,1.9935152753107828,0,1.4454828660436134,1.433693456058742,0.9548286604361368,0.9175657254890868,False,False,False,top3不斷層;top5可接受;ret20未過熱;ret60未極熱;高位區間
2026-01-27,2486,一詮,電子工業,raw,超級右尾>=100%,0.32398753894081,0.7346938775510203,1.0,26.0,1253263662.6,0.0991379310344826,0.0,1.174715866431836,1.4107006270176234,1.9139704174126464,0,1.180392156862745,0.8854106611071095,-0.0431372549019607,-0.0347578462472118,False,False,False,top3不斷層;top5可接受;ret60未極熱;最大量距離適中;高位區間;大型成交金額
2026-01-29,3163,波若威,通信網路業,raw,超級右尾>=100%,0.1856963613550815,1.1,1.0,104.0,2829417089.1,0.0128617363344052,0.0201058201058201,1.1902393224769745,1.4042621155960082,1.7964402995193711,0,1.1576763485477175,0.8740212264670382,0.5975103734439835,0.549633085659915,False,False,False,top3不斷層;top5可接受;ret20未過熱;高位區間;大型成交金額
2025-11-28,3163,波若威,通信網路業,raw,右尾>=50%,0.3195020746887966,0.3249999999999999,1.0,62.0,2414893502.15,0.0984455958549221,0.0471698113207548,1.1523925894865923,1.3606915639079125,1.7964402995193711,0,0.954954954954955,0.7946516250616538,0.1831831831831831,0.1458570276648222,False,False,False,top3不斷層;top5可接受;ret60未極熱;最大量距離適中;高位區間;大型成交金額
2026-01-29,6291,沛亨,半導體業,raw,右尾>=50%,0.2506393861892584,0.866412213740458,1.0,45.0,162327677.6,0.0988764044943819,-0.002044989775051,1.1368113468211682,1.2120465099652946,1.728931242529541,0,0.9323770491803278,0.6487219270996485,0.194672131147541,0.1467948433634724,False,False,False,top3不斷層;top5可接受;最大量距離適中;高位區間
2026-01-22,6949,沛爾生醫-創,創新板股票,raw,右尾>=50%,0.2478873239436618,0.20708446866485,0.9004065040650406,102.0,101078074.75,0.0230946882217089,0.002257336343115,1.18366718301887,1.5663500378924444,1.7930623802922008,0,0.7072072072072073,0.4267191606423355,0.3806306306306306,0.3479112143084514,False,False,False,top3不斷層;top5可接受;ret20未過熱;ret60未極熱;高位區間
2023-04-10,4763,材料*-KY,化學生技醫療,raw,右尾>=50%,0.281524926686217,1.4481792717086837,1.0,26.0,2203311559.35,0.0925,-0.0080091533180778,1.0605400267858949,1.2504908556418797,1.4299556779065954,0,0.5109573241061129,0.4620005395235187,0.2179930795847751,0.2333961335061647,False,False,False,top3不斷層;top5可接受;最大量距離適中;高位區間;大型成交金額
2025-06-10,5439,高技,電子零組件業,raw,小右尾20-50%,0.2988505747126437,0.4080996884735202,1.0,63.0,2855552099.45,0.0610328638497652,-0.0442477876106194,1.4319719669356168,1.703564413698234,2.0979134450245644,0,0.4583333333333332,0.3812908997303851,0.1273148148148148,0.1205827130485318,True,False,False,top10斷層;top3不斷層;top5可接受;ret60未極熱;最大量距離適中;高位區間;大型成交金額
2026-03-19,8155,博智,電子零組件業,raw,小右尾20-50%,0.2334096109839816,0.54,1.0,103.0,376139825.05,0.1,0.0556586270871986,1.5657068355853407,1.9854451171753336,2.451107449518985,0,0.4481546572934973,0.0876091625774768,0.3919156414762741,0.2766938952348168,True,False,False,top10斷層;top5可接受;ret20未過熱;ret60未極熱;高位區間
2023-02-09,6472,保瑞,化學生技醫療,raw,小右尾20-50%,0.2738238841978286,0.719869706840391,1.0,51.0,1909599378.3,0.027237354085603,0.0265151515151516,1.08223663845825,1.3016113967493892,1.5715390698784584,0,0.4428044280442804,0.4525488949493755,-0.040590405904059,-0.0235107128278904,False,False,False,top3不斷層;top5可接受;ret60未極熱;最大量距離適中;高位區間;大型成交金額
2023-02-01,3443,創意,電子工業,raw,小右尾20-50%,0.0767123287671232,0.8364485981308412,0.9393939393939394,59.0,4641500320.05,0.0051150895140665,0.0152671755725191,1.1916139975701958,1.2736111579989855,1.4719693745796183,0,0.4285714285714286,0.4210118641168565,0.3471177944862156,0.3306961817662361,False,False,False,top3不斷層;top5可接受;ret20未過熱;最大量距離適中;高位區間;大型成交金額
2023-07-17,1519,華城,電機機械,raw,小右尾20-50%,0.3853503184713376,1.1969696969696968,1.0,47.0,1717045970.4,0.0874999999999999,0.0045977011494253,1.090023899199985,1.3466687687248775,1.7434446676776223,0,0.311212814645309,0.3524441110947146,0.0091533180778031,0.0622141712614083,False,False,False,top3不斷層;top5可接受;ret20偏熱;最大量距離適中;高位區間;大型成交金額
2026-02-25,4722,國精化,化學工業,raw,小右尾20-50%,0.2777777777777777,0.2897196261682242,0.9560889929742388,96.0,381674258.95,0.0981432360742706,0.0314009661835748,1.3823716052571504,1.7690318666312692,2.2541886558909963,0,0.2669789227166277,0.018823370871277,-0.1920374707259953,-0.1258976468905357,True,False,False,top10斷層;top3不斷層;top5可接受;ret60未極熱;高位區間
2026-03-24,6584,南俊國際,電子零組件業,raw,小右尾20-50%,0.2413793103448276,0.6744186046511629,1.0,80.0,602143083.4,0.0526315789473683,-0.0185185185185184,1.2012583953099192,1.2656217756067656,1.7243416530782232,0,0.2490566037735848,-0.1579172729889291,0.3905660377358491,0.2008921251905897,False,False,False,top3不斷層;top5可接受;ret20未過熱;ret60未極熱;最大量距離適中;高位區間
2023-02-06,5292,華懋,綠能環保,raw,小右尾20-50%,0.0291858678955454,0.1795774647887325,0.938375350140056,91.0,389243.9,0.0029940119760478,-0.0022388059701493,1.1753164556962026,1.2935808575110586,1.954736842105263,0,0.2341062079281974,0.2168300680437533,0.0845175766641737,0.0588583076158053,False,False,False,top3不斷層;top5可接受;ret20未過熱;ret60未極熱;高位區間
2023-04-13,4169,泰宗,生技醫療業,raw,小右尾20-50%,0.1402805611222444,0.8034865293185418,1.0,37.0,9409567.4,0.0106571936056838,-0.0159929701230228,1.733158519774614,1.9190902746367116,3.2451618159978763,0,0.2323629219503482,0.1624901748951423,-0.0462582604036435,-0.0223403834936666,True,False,False,top10極端斷層;top5可接受;ret20未過熱;最大量距離適中;高位區間
2023-06-02,6831,邁科,電腦及週邊設備業,raw,普通0-20%,0.1157495256166982,0.1073446327683615,1.0,59.0,1208086.25,0.0103092783505154,-0.0003401360544217,1.3867109831735762,1.6831640371731142,1.8182454911574155,0,0.1993875467846206,0.2041720210847484,0.1891799931949642,0.1687216839924045,False,False,False,top3不斷層;top5可接受;ret20未過熱;ret60未極熱;最大量距離適中;高位區間
2023-05-24,3032,偉訓,電子零組件業,raw,普通0-20%,0.1239837398373981,0.6581709145427286,0.9892665474060822,27.0,282058960.35,0.0146788990825688,0.0126582278481013,1.359519734432806,1.632284967859289,2.4940740679330844,0,0.1482142857142856,0.1312840180507503,0.0857142857142856,0.0303262153478218,True,False,False,top10斷層;top3不斷層;top5可接受;ret20未過熱;ret60未極熱;最大量距離適中;高位區間
2023-06-06,5292,華懋,綠能環保,raw,普通0-20%,0.1962732919254657,0.330110497237569,1.0,23.0,4331512.7,0.0115546218487394,-0.0035306334371755,1.1387644643523702,1.410925432037862,2.843815057639126,0,0.1463109629012089,0.1452419039592731,0.2817840766986246,0.2881966416291983,True,False,False,top10斷層;top3不斷層;top5可接受;ret20未過熱;ret60未極熱;最大量距離適中;高位區間
2025-08-19,3163,波若威,通信網路業,raw,普通0-20%,0.1794871794871795,0.2395209580838322,0.9155555555555556,103.0,2192265214.0,0.0024213075060532,-0.0314009661835749,1.624752625645272,1.7888109450707084,2.093127559381214,0,0.1321695760598504,0.0315145584472277,0.0922693266832916,0.0458269612811221,True,False,False,top10斷層;top5可接受;ret20未過熱;ret60未極熱;高位區間;大型成交金額
2026-03-17,5351,鈺創,半導體業,raw,普通0-20%,0.3817204301075267,0.8467065868263473,1.0,42.0,1285212143.35,0.0998573466476462,0.08041504539559,1.27327232069968,1.471596275965375,2.12511861354898,-1,0.0876350540216086,-0.2503535505111134,-0.1896758703481392,-0.2744127112124309,True,False,False,top10斷層;top3不斷層;top5可接受;ret20偏熱;最大量距離適中;高位區間;大型成交金額
2025-08-28,7402,邑錡,光電業,raw,普通0-20%,0.3924050632911393,0.6377171215880895,1.0,102.0,456289849.85,0.1,0.0,1.2503769633745696,1.3107640829625915,2.0736116079912,0,0.0454545454545454,-0.0820721005148719,0.018939393939394,-0.0278029171225043,True,False,False,top10斷層;top3不斷層;top5可接受;ret20偏熱;ret60未極熱;高位區間
2025-08-13,5536,聖暉*,其他電子類,raw,失敗<0%,0.2734530938123751,0.7360544217687075,1.0,25.0,558966585.4,0.042483660130719,0.0078369905956112,1.4882763344318792,1.5915818554629662,2.294128580652656,0,-0.004665629860031,-0.1567191368781895,0.463452566096423,0.423993819677642,True,False,True,top10斷層;top3不斷層;top5可接受;ret60未極熱;最大量距離適中;高位區間
2023-08-01,6531,愛普*,電子工業,raw,失敗<0%,0.2231012658227849,0.3657243816254416,1.0,42.0,2559774790.5,0.0131061598951507,0.0,1.0724319965307871,1.240162920709785,1.4236309890782848,0,-0.0763260025873221,-0.0062420494560202,-0.1513583441138422,-0.1180752222615033,False,False,False,top3不斷層;top5可接受;ret20未過熱;ret60未極熱;最大量距離適中;高位區間;大型成交金額
2023-07-05,3704,合勤控,電子工業,raw,失敗<0%,0.2603686635944702,0.4724091520861373,1.0,52.0,515195154.85,0.0205223880597014,0.0054844606946982,1.1931049440813457,1.9840011314279196,2.422271035002064,0,-0.0818181818181817,-0.0547994612261181,-0.0781818181818181,-0.0679914742393461,True,False,True,top10斷層;top3不斷層;top5可接受;ret60未極熱;最大量距離適中;高位區間
