price_mode,signal,signals,n_20d,avg_20d,median_20d,win_20d,n_60d,avg_60d,median_60d,win_60d,pct_signal_day_gt9,pct_next_gap_gt3,score_20d
raw,core_c1c2c3_regime,158,142,0.08563451387853838,0.04043504850458015,0.528169014084507,112,0.15529391138614906,0.055596178412247496,0.5357142857142857,0.35443037974683544,0.24050632911392406,0.06606885132148155
raw,core_repo40_regime,115,102,0.1002056218015458,0.053437975537074855,0.5490196078431373,78,0.14280291355431915,0.0456897811283696,0.5384615384615384,0.3652173913043478,0.23478260869565218,0.08324189710570232
raw,core_repo50_regime,89,80,0.10929953465555382,0.0605362394386068,0.575,59,0.16567615767684393,0.0692004671209602,0.559322033898305,0.3595505617977528,0.25842696629213485,0.0955362394386068
raw,core_repo60_regime,63,57,0.12846941651308327,0.0588583076158053,0.5789473684210527,45,0.14208478176565123,0.0692004671209602,0.5111111111111111,0.36507936507936506,0.20634920634920634,0.09039778130001583
raw,magic_c425_c5gt3_regime,42,40,0.14308629953791274,0.09711369626144224,0.65,27,0.14431489637729844,0.1303765929666711,0.6296296296296297,0.14285714285714285,0.07142857142857142,0.13761369626144226
raw,magic_repo40_c425_c5gt3_regime,36,34,0.16535460706393426,0.09711369626144224,0.6764705882352942,22,0.141781746871944,0.10944659031411355,0.5909090909090909,0.1388888888888889,0.05555555555555555,0.14140781390850107
raw,magic_repo50_c425_c5gt3_regime,30,28,0.19275450199847885,0.1495076211940907,0.7142857142857143,18,0.16499342795932598,0.10944659031411355,0.6111111111111112,0.13333333333333333,0.06666666666666667,0.19986476405123357
raw,magic_repo60_c425_c5gt3_regime,20,19,0.23784218214629757,0.2008921251905897,0.7368421052631579,13,0.21836097846729993,0.1452419039592731,0.6153846153846154,0.15,0.0,0.25326054624322125
raw,magic_c425_c5gt5_regime,41,39,0.15130896535321645,0.1302935583957769,0.6666666666666666,26,0.15267723053827933,0.1308303055087107,0.6538461538461539,0.14634146341463414,0.07317073170731707,0.17387689172911022
raw,magic_repo40_c425_c5gt5_regime,35,33,0.17574710022523324,0.1302935583957769,0.696969696969697,21,0.15201448680909393,0.1312840180507503,0.6190476190476191,0.14285714285714285,0.05714285714285714,0.1784374977897163
raw,magic_repo50_c425_c5gt5_regime,29,27,0.20647124900801256,0.1687216839924045,0.7407407407407407,17,0.17899926441623953,0.1312840180507503,0.6470588235294118,0.13793103448275862,0.06896551724137931,0.22411983214055264
raw,magic_repo60_c425_c5gt5_regime,20,19,0.23784218214629757,0.2008921251905897,0.7368421052631579,13,0.21836097846729993,0.1452419039592731,0.6153846153846154,0.15,0.0,0.25326054624322125
raw,magic_c425_c5gt8_regime,41,39,0.15130896535321645,0.1302935583957769,0.6666666666666666,26,0.15267723053827933,0.1308303055087107,0.6538461538461539,0.14634146341463414,0.07317073170731707,0.17387689172911022
raw,magic_repo40_c425_c5gt8_regime,35,33,0.17574710022523324,0.1302935583957769,0.696969696969697,21,0.15201448680909393,0.1312840180507503,0.6190476190476191,0.14285714285714285,0.05714285714285714,0.1784374977897163
raw,magic_repo50_c425_c5gt8_regime,29,27,0.20647124900801256,0.1687216839924045,0.7407407407407407,17,0.17899926441623953,0.1312840180507503,0.6470588235294118,0.13793103448275862,0.06896551724137931,0.22411983214055264
raw,magic_repo60_c425_c5gt8_regime,20,19,0.23784218214629757,0.2008921251905897,0.7368421052631579,13,0.21836097846729993,0.1452419039592731,0.6153846153846154,0.15,0.0,0.25326054624322125
raw,magic_c440_c5gt3_regime,76,71,0.12574159178474414,0.0886193862734387,0.6197183098591549,53,0.11896504527156879,0.0692004671209602,0.5471698113207547,0.27631578947368424,0.17105263157894737,0.13156304824526968
raw,magic_repo40_c440_c5gt3_regime,65,60,0.1483633328700069,0.0965587336914219,0.65,44,0.133894066255115,0.05035751278409395,0.5454545454545454,0.27692307692307694,0.16923076923076924,0.14280873369142189
raw,magic_repo50_c440_c5gt3_regime,54,51,0.1706438272946043,0.1146104700687459,0.6862745098039216,37,0.17409967170688226,0.0876091625774768,0.5945945945945946,0.24074074074074073,0.14814814814814814,0.16536537202953022
raw,magic_repo60_c440_c5gt3_regime,39,37,0.19565923206746033,0.1146104700687459,0.7027027027027027,29,0.2056960020891769,0.1452419039592731,0.5862068965517241,0.28205128205128205,0.1282051282051282,0.16490101060928647
raw,magic_c440_c5gt5_regime,75,70,0.13007500977108236,0.0965587336914219,0.6285714285714286,52,0.1226587152154106,0.07231802130418065,0.5576923076923077,0.28,0.17333333333333334,0.1410230194057076
raw,magic_repo40_c440_c5gt5_regime,64,59,0.15388809558405672,0.1044980811094051,0.6610169491525424,43,0.138708016442634,0.0692004671209602,0.5581395348837209,0.28125,0.171875,0.1527014709399136
raw,magic_repo50_c440_c5gt5_regime,53,50,0.177608657185675,0.11759659155863886,0.7,36,0.18096649013785693,0.10944659031411355,0.6111111111111112,0.24528301886792453,0.1509433962264151,0.17084659155863888
raw,magic_repo60_c440_c5gt5_regime,39,37,0.19565923206746033,0.1146104700687459,0.7027027027027027,29,0.2056960020891769,0.1452419039592731,0.5862068965517241,0.28205128205128205,0.1282051282051282,0.16490101060928647
raw,magic_c440_c5gt8_regime,75,70,0.13007500977108236,0.0965587336914219,0.6285714285714286,52,0.1226587152154106,0.07231802130418065,0.5576923076923077,0.28,0.17333333333333334,0.1410230194057076
raw,magic_repo40_c440_c5gt8_regime,64,59,0.15388809558405672,0.1044980811094051,0.6610169491525424,43,0.138708016442634,0.0692004671209602,0.5581395348837209,0.28125,0.171875,0.1527014709399136
raw,magic_repo50_c440_c5gt8_regime,53,50,0.177608657185675,0.11759659155863886,0.7,36,0.18096649013785693,0.10944659031411355,0.6111111111111112,0.24528301886792453,0.1509433962264151,0.17084659155863888
raw,magic_repo60_c440_c5gt8_regime,39,37,0.19565923206746033,0.1146104700687459,0.7027027027027027,29,0.2056960020891769,0.1452419039592731,0.5862068965517241,0.28205128205128205,0.1282051282051282,0.16490101060928647
raw,magic_c460_c5gt3_regime,88,80,0.09994355987940098,0.0605362394386068,0.575,58,0.09703776995822752,0.02516896465925235,0.5172413793103449,0.3522727272727273,0.17045454545454544,0.0955362394386068
raw,magic_repo40_c460_c5gt3_regime,76,68,0.11852778162509861,0.06307400269425795,0.6029411764705882,48,0.11487504738503661,0.02516896465925235,0.5208333333333334,0.35526315789473684,0.17105263157894737,0.1026622379883756
raw,magic_repo50_c460_c5gt3_regime,63,57,0.137493841288297,0.0886193862734387,0.631578947368421,39,0.17172378864030097,0.0876091625774768,0.5897435897435898,0.31746031746031744,0.15873015873015872,0.1306851757471229
raw,magic_repo60_c460_c5gt3_regime,46,43,0.14822570576521266,0.0639338341271076,0.627906976744186,31,0.20066851498074917,0.1452419039592731,0.5806451612903226,0.34782608695652173,0.13043478260869565,0.10101522947594481
raw,magic_c460_c5gt5_regime,87,79,0.10345673996975961,0.0622141712614083,0.5822784810126582,57,0.10002274472605968,0.0315145584472277,0.5263157894736842,0.3563218390804598,0.1724137931034483,0.09866986746393995
raw,magic_repo40_c460_c5gt5_regime,75,67,0.12294756444426322,0.0639338341271076,0.6119402985074627,47,0.11887463970829704,0.0315145584472277,0.5319148936170213,0.36,0.17333333333333334,0.10507189382860013
raw,magic_repo50_c460_c5gt5_regime,62,56,0.14312047536949749,0.0940472878317378,0.6428571428571429,38,0.17816667233631428,0.10944659031411355,0.6052631578947368,0.3225806451612903,0.16129032258064516,0.1381187164031664
raw,magic_repo60_c460_c5gt5_regime,46,43,0.14822570576521266,0.0639338341271076,0.627906976744186,31,0.20066851498074917,0.1452419039592731,0.5806451612903226,0.34782608695652173,0.13043478260869565,0.10101522947594481
raw,magic_c460_c5gt8_regime,87,79,0.10345673996975961,0.0622141712614083,0.5822784810126582,57,0.10002274472605968,0.0315145584472277,0.5263157894736842,0.3563218390804598,0.1724137931034483,0.09866986746393995
raw,magic_repo40_c460_c5gt8_regime,75,67,0.12294756444426322,0.0639338341271076,0.6119402985074627,47,0.11887463970829704,0.0315145584472277,0.5319148936170213,0.36,0.17333333333333334,0.10507189382860013
raw,magic_repo50_c460_c5gt8_regime,62,56,0.14312047536949749,0.0940472878317378,0.6428571428571429,38,0.17816667233631428,0.10944659031411355,0.6052631578947368,0.3225806451612903,0.16129032258064516,0.1381187164031664
raw,magic_repo60_c460_c5gt8_regime,46,43,0.14822570576521266,0.0639338341271076,0.627906976744186,31,0.20066851498074917,0.1452419039592731,0.5806451612903226,0.34782608695652173,0.13043478260869565,0.10101522947594481
adj,core_c1c2c3_regime,163,147,0.08163464918945468,0.0139601436477291,0.5102040816326531,115,0.15901903614981133,0.0315145584472277,0.5217391304347826,0.37423312883435583,0.24539877300613497,0.036000959974259714
adj,core_repo40_regime,115,102,0.09034605705876476,0.02749906493108025,0.5098039215686274,76,0.14124260666500346,0.018805778830223302,0.5131578947368421,0.3652173913043478,0.22608695652173913,0.04945984924480573
adj,core_repo50_regime,87,78,0.09815755336568936,0.03807658348641235,0.5256410256410257,55,0.16898456215788893,0.018823370871277,0.5272727272727272,0.367816091954023,0.25287356321839083,0.06320478861461748
adj,core_repo60_regime,61,55,0.11812005873652233,0.0303262056917026,0.5272727272727272,42,0.14403766383416702,-0.0441570749610298,0.47619047619047616,0.3770491803278688,0.19672131147540983,0.05103075114624805
adj,magic_c425_c5gt3_regime,40,38,0.1421733323366802,0.09235815640941394,0.631578947368421,24,0.12672373253298228,0.05956186051235225,0.5416666666666666,0.15,0.075,0.12867394588309816
adj,magic_repo40_c425_c5gt3_regime,34,32,0.16485865940507138,0.09235815640941394,0.65625,19,0.11425916479773379,-0.0062420494071877,0.47368421052631576,0.14705882352941177,0.058823529411764705,0.13210815640941395
