price_mode,candidate,exit_rule,year,trades,avg_return,median_return,win_return,avg_excess,median_excess,win_excess,avg_hold_days,median_hold_days,pct_exit_before_20d,pct_reason_close_below_ma10,pct_reason_fixed20,pct_reason_close_below_ma5,pct_reason_close_sl8,pct_reason_delayed3_close_below_ma10,pct_reason_delayed3_close_below_ma5,pct_reason_delayed3_close_sl8
adj,candidate_b_magic_c440_c5gt5,fixed20,2023,13,0.15106257164372547,0.02119572227661415,0.6153846153846154,0.14529828150127527,0.030326205691702635,0.5384615384615384,21.0,21.0,0.0,,1.0,,,,,
adj,candidate_b_magic_c440_c5gt5,fixed20,2024,12,0.051418903520876635,-0.034354947845738226,0.4166666666666667,0.03126354005371035,-0.06804224247709789,0.4166666666666667,21.0,21.0,0.0,,1.0,,,,,
adj,candidate_b_magic_c440_c5gt5,fixed20,2025,13,0.05437906659317781,0.09226932668329169,0.6153846153846154,0.04002053982100736,0.04582696128112218,0.5384615384615384,21.0,21.0,0.0,,1.0,,,,,
adj,candidate_b_magic_c440_c5gt5,fixed20,2026,29,0.26917288518773,0.30711610486891394,0.7931034482758621,0.18925414780467137,0.20088435601945687,0.7241379310344828,21.0,21.0,0.0,,1.0,,,,,
adj,candidate_c_high_concentration_c425_c5gt5,close_below_ma10,2023,7,0.25573423877154905,0.029748285038374567,0.5714285714285714,0.24119253459997544,0.024647607931297166,0.5714285714285714,11.285714285714286,8.0,0.8571428571428571,0.8571428571428571,0.14285714285714285,,,,,
adj,candidate_c_high_concentration_c425_c5gt5,close_below_ma10,2024,7,-0.027125778519312305,-0.05027932957610837,0.14285714285714285,-0.02584695154194932,-0.0340989742921638,0.2857142857142857,6.285714285714286,5.0,1.0,1.0,,,,,,
adj,candidate_c_high_concentration_c425_c5gt5,close_below_ma10,2025,6,0.02347085938813805,-0.018369719075232882,0.3333333333333333,0.01946162040458947,-0.029743924165245905,0.3333333333333333,8.666666666666666,8.5,1.0,1.0,,,,,,
adj,candidate_c_high_concentration_c425_c5gt5,close_below_ma10,2026,17,0.11553706461273558,-0.0017361111235117965,0.47058823529411764,0.06888255334395138,-0.054345990296110536,0.4117647058823529,10.176470588235293,8.0,1.0,1.0,,,,,,
adj,candidate_c_high_concentration_c425_c5gt5,close_below_ma5,2023,7,0.15972395308133264,0.017182130696843156,0.5714285714285714,0.14281270608173366,0.016433298969127152,0.5714285714285714,7.571428571428571,4.0,1.0,,,1.0,,,,
adj,candidate_c_high_concentration_c425_c5gt5,close_below_ma5,2024,7,-0.03559200220531628,-0.033519549133008475,0.0,-0.03810313173518858,-0.0340989742921638,0.14285714285714285,2.7142857142857144,3.0,1.0,,,1.0,,,,
adj,candidate_c_high_concentration_c425_c5gt5,close_below_ma5,2025,6,0.004557175090221337,-0.005429608606155656,0.5,0.006476477416546574,-0.007353844371152607,0.3333333333333333,5.0,4.0,1.0,,,1.0,,,,
adj,candidate_c_high_concentration_c425_c5gt5,close_below_ma5,2026,17,0.10645281116535346,0.0046511627906977715,0.5294117647058824,0.0835886063301997,-0.018351851665689534,0.47058823529411764,5.647058823529412,4.0,1.0,,,1.0,,,,
adj,candidate_c_high_concentration_c425_c5gt5,close_sl8,2023,7,0.2860778270192924,0.0857142760581664,0.7142857142857143,0.2615000582563344,0.030326205691702635,0.5714285714285714,16.571428571428573,21.0,0.2857142857142857,,0.7142857142857143,,0.2857142857142857,,,
adj,candidate_c_high_concentration_c425_c5gt5,close_sl8,2024,7,0.01899987445066185,-0.029315956297537027,0.42857142857142855,0.006913345972862845,-0.0578209166036977,0.42857142857142855,14.428571428571429,21.0,0.42857142857142855,,0.5714285714285714,,0.42857142857142855,,,
adj,candidate_c_high_concentration_c425_c5gt5,close_sl8,2025,6,0.03283205874098166,0.013851200141221764,0.5,0.026673422521248324,-0.02845025884006258,0.5,16.5,21.0,0.3333333333333333,,0.6666666666666666,,0.3333333333333333,,,
adj,candidate_c_high_concentration_c425_c5gt5,close_sl8,2026,17,0.14511549830249937,-0.0821917808219178,0.47058823529411764,0.0899184137660051,-0.07050402549467982,0.47058823529411764,12.117647058823529,8.0,0.5294117647058824,,0.47058823529411764,,0.5294117647058824,,,
adj,candidate_c_high_concentration_c425_c5gt5,delayed3_close_below_ma10,2023,7,0.25573423877154905,0.029748285038374567,0.5714285714285714,0.24119253459997544,0.024647607931297166,0.5714285714285714,11.285714285714286,8.0,0.8571428571428571,,0.14285714285714285,,,0.8571428571428571,,
adj,candidate_c_high_concentration_c425_c5gt5,delayed3_close_below_ma10,2024,7,-0.028089401787710227,-0.05027932957610837,0.14285714285714285,-0.025892591867566667,-0.0340989742921638,0.2857142857142857,6.428571428571429,5.0,1.0,,,,,1.0,,
adj,candidate_c_high_concentration_c425_c5gt5,delayed3_close_below_ma10,2025,6,0.02554198733426601,-0.018369719075232882,0.3333333333333333,0.019826740140279242,-0.024350463482151807,0.3333333333333333,9.166666666666666,8.5,1.0,,,,,1.0,,
adj,candidate_c_high_concentration_c425_c5gt5,delayed3_close_below_ma10,2026,17,0.11553706461273558,-0.0017361111235117965,0.47058823529411764,0.06888255334395138,-0.054345990296110536,0.4117647058823529,10.176470588235293,8.0,1.0,,,,,1.0,,
adj,candidate_c_high_concentration_c425_c5gt5,delayed3_close_below_ma5,2023,7,0.15807740022314246,0.017182130696843156,0.5714285714285714,0.1415435243071158,0.016433298969127152,0.5714285714285714,8.285714285714286,4.0,1.0,,,,,,1.0,
adj,candidate_c_high_concentration_c425_c5gt5,delayed3_close_below_ma5,2024,7,-0.03849034334668143,-0.035830616549010985,0.0,-0.036917597426160235,-0.0340989742921638,0.14285714285714285,4.285714285714286,4.0,1.0,,,,,,1.0,
adj,candidate_c_high_concentration_c425_c5gt5,delayed3_close_below_ma5,2025,6,0.03564391216168409,0.01635648045400495,0.6666666666666666,0.030672167639131182,-0.007353844371152607,0.3333333333333333,7.5,6.0,1.0,,,,,,1.0,
adj,candidate_c_high_concentration_c425_c5gt5,delayed3_close_below_ma5,2026,17,0.14002294846952484,0.04982206405693956,0.6470588235294118,0.11040976931450641,0.022176033707294485,0.5882352941176471,7.470588235294118,5.0,1.0,,,,,,1.0,
adj,candidate_c_high_concentration_c425_c5gt5,delayed3_close_sl8,2023,7,0.28718667906263284,0.0857142760581664,0.7142857142857143,0.26274722433297004,0.030326205691702635,0.5714285714285714,17.0,21.0,0.2857142857142857,,0.7142857142857143,,,,,0.2857142857142857
adj,candidate_c_high_concentration_c425_c5gt5,delayed3_close_sl8,2024,7,0.01899987445066185,-0.029315956297537027,0.42857142857142855,0.006913345972862845,-0.0578209166036977,0.42857142857142855,14.428571428571429,21.0,0.42857142857142855,,0.5714285714285714,,,,,0.42857142857142855
adj,candidate_c_high_concentration_c425_c5gt5,delayed3_close_sl8,2025,6,0.027054280963203874,0.013851200141221764,0.5,0.018375289587667914,-0.03501847704359917,0.5,17.0,21.0,0.3333333333333333,,0.6666666666666666,,,,,0.3333333333333333
adj,candidate_c_high_concentration_c425_c5gt5,delayed3_close_sl8,2026,17,0.1765067443181439,0.2119341563786008,0.5294117647058824,0.11298852153362021,0.06393383412710762,0.5294117647058824,14.529411764705882,21.0,0.47058823529411764,,0.5294117647058824,,,,,0.47058823529411764
adj,candidate_c_high_concentration_c425_c5gt5,delayed3_ma10_or_sl8,2023,7,0.25573423877154905,0.029748285038374567,0.5714285714285714,0.24119253459997544,0.024647607931297166,0.5714285714285714,11.285714285714286,8.0,0.8571428571428571,,0.14285714285714285,,,0.7142857142857143,,0.14285714285714285
adj,candidate_c_high_concentration_c425_c5gt5,delayed3_ma10_or_sl8,2024,7,-0.028089401787710227,-0.05027932957610837,0.14285714285714285,-0.025892591867566667,-0.0340989742921638,0.2857142857142857,6.428571428571429,5.0,1.0,,,,,0.7142857142857143,,0.2857142857142857
adj,candidate_c_high_concentration_c425_c5gt5,delayed3_ma10_or_sl8,2025,6,0.02554198733426601,-0.018369719075232882,0.3333333333333333,0.019826740140279242,-0.024350463482151807,0.3333333333333333,9.166666666666666,8.5,1.0,,,,,0.8333333333333334,,0.16666666666666666
adj,candidate_c_high_concentration_c425_c5gt5,delayed3_ma10_or_sl8,2026,17,0.11553706461273558,-0.0017361111235117965,0.47058823529411764,0.06888255334395138,-0.054345990296110536,0.4117647058823529,10.176470588235293,8.0,1.0,,,,,0.7058823529411765,,0.29411764705882354
