group,label,trades,retention,avg_return,median_return,win_return,pf_return,avg_excess,median_excess,win_excess,pf_excess,right_tail_20pct,right_tail_50pct,bad_loss_minus10pct,avg_ret60_signal,median_ret60_signal,mode,delta_median_excess,delta_win_excess,delta_right_tail_50pct
volume_gap_top3,adj: baseline,46,1.0,0.2219921881389825,0.13601630965415806,0.6956521739130435,6.970045088840218,0.17092987159092188,0.0965587336914219,0.6521739130434783,5.154352462469232,0.41304347826086957,0.1956521739130435,0.1956521739130435,0.512296330963459,0.37536430002998156,adj,0.0,0.0,0.0
volume_gap_top3,adj: top1/top3 < 1.5,39,0.8478260869565217,0.2048348887545231,0.1106796116504855,0.6410256410256411,5.670362868980612,0.1624036804805397,0.0742565754602193,0.6153846153846154,4.615453180259176,0.38461538461538464,0.1794871794871795,0.23076923076923078,0.5388416723007119,0.408099691352239,adj,-0.0223021582312026,-0.03678929765886285,-0.016164994425864
volume_gap_top3_flagged,adj: flagged top1/top3 >= 1.5,7,0.15217391304347827,0.3175828561381134,0.2205323193916348,1.0,inf,0.21843293634876554,0.1302935583957769,0.8571428571428571,11.859123270749091,0.5714285714285714,0.2857142857142857,0.0,0.3644008577987644,0.2607698907782863,adj,0.03373482470435499,0.20496894409937882,0.09006211180124221
volume_gap_top3,adj: top1/top3 < 2,46,1.0,0.2219921881389825,0.13601630965415806,0.6956521739130435,6.970045088840218,0.17092987159092188,0.0965587336914219,0.6521739130434783,5.154352462469232,0.41304347826086957,0.1956521739130435,0.1956521739130435,0.512296330963459,0.37536430002998156,adj,0.0,0.0,0.0
volume_gap_top3_flagged,adj: flagged top1/top3 >= 2,0,0.0,,,,,,,,,,,,,,adj,,,
volume_gap_top3,adj: top1/top3 < 3,46,1.0,0.2219921881389825,0.13601630965415806,0.6956521739130435,6.970045088840218,0.17092987159092188,0.0965587336914219,0.6521739130434783,5.154352462469232,0.41304347826086957,0.1956521739130435,0.1956521739130435,0.512296330963459,0.37536430002998156,adj,0.0,0.0,0.0
volume_gap_top3_flagged,adj: flagged top1/top3 >= 3,0,0.0,,,,,,,,,,,,,,adj,,,
volume_gap_top5,adj: baseline,46,1.0,0.2219921881389825,0.13601630965415806,0.6956521739130435,6.970045088840218,0.17092987159092188,0.0965587336914219,0.6521739130434783,5.154352462469232,0.41304347826086957,0.1956521739130435,0.1956521739130435,0.512296330963459,0.37536430002998156,adj,0.0,0.0,0.0
volume_gap_top5,adj: top1/top5 < 1.5,24,0.5217391304347826,0.23869250451171628,0.1469313974168343,0.6666666666666666,7.212285492461322,0.18795454957444915,0.1016149254879616,0.625,5.440151259377593,0.4166666666666667,0.25,0.20833333333333334,0.5601131913576076,0.5099427085042779,adj,0.005056191796539697,-0.02717391304347827,0.05434782608695651
volume_gap_top5_flagged,adj: flagged top1/top5 >= 1.5,22,0.4782608695652174,0.20377366118690937,0.13601630965415806,0.7272727272727273,6.686688131382,0.1523574956088921,0.0794082618167673,0.6818181818181818,4.823172464664973,0.4090909090909091,0.13636363636363635,0.18181818181818182,0.4601324832607514,0.3360526170116819,adj,-0.0171504718746546,0.029644268774703497,-0.05928853754940713
volume_gap_top5,adj: top1/top5 < 2,46,1.0,0.2219921881389825,0.13601630965415806,0.6956521739130435,6.970045088840218,0.17092987159092188,0.0965587336914219,0.6521739130434783,5.154352462469232,0.41304347826086957,0.1956521739130435,0.1956521739130435,0.512296330963459,0.37536430002998156,adj,0.0,0.0,0.0
volume_gap_top5_flagged,adj: flagged top1/top5 >= 2,0,0.0,,,,,,,,,,,,,,adj,,,
