price_mode,candidate,exit_rule,year,trades,avg_return,median_return,win_return,avg_excess,median_excess,win_excess,avg_hold_days,median_hold_days,pct_exit_before_20d,pct_reason_close_below_ma10,pct_reason_fixed20,pct_reason_close_below_ma5,pct_reason_close_sl8,pct_reason_delayed3_close_below_ma10,pct_reason_delayed3_close_below_ma5,pct_reason_delayed3_close_sl8
adj,candidate_a_repo50_c440_c5gt5,close_below_ma10,2023,8,0.07549781907556577,-0.04430946745265557,0.25,0.07507964437873403,-0.04348334657096159,0.25,8.75,6.0,0.875,0.875,0.125,,,,,
adj,candidate_a_repo50_c440_c5gt5,close_below_ma10,2024,4,0.1346717662235494,-0.05867116979922221,0.25,0.133886029290235,-0.02898536103533994,0.5,7.25,5.0,1.0,1.0,,,,,,
adj,candidate_a_repo50_c440_c5gt5,close_below_ma10,2025,8,0.0727174078329176,0.026716522347590255,0.625,0.058945694376669605,0.012886711260900241,0.5,11.0,12.0,0.875,0.875,0.125,,,,,
adj,candidate_a_repo50_c440_c5gt5,close_below_ma10,2026,24,0.10622987139733638,0.0010046036142740689,0.5,0.06653360229431442,-0.0516950474234536,0.4583333333333333,10.125,8.0,0.9166666666666666,0.9583333333333334,0.041666666666666664,,,,,
adj,candidate_a_repo50_c440_c5gt5,close_below_ma5,2023,8,-0.0006506854755020108,-0.031680601952528586,0.125,-0.002636231228186098,-0.04351749044432163,0.125,3.875,2.5,1.0,,,1.0,,,,
adj,candidate_a_repo50_c440_c5gt5,close_below_ma5,2024,4,0.1741854122699599,-0.026627765964780448,0.25,0.16901754082513373,-0.015271413491203367,0.5,4.75,2.5,1.0,,,1.0,,,,
adj,candidate_a_repo50_c440_c5gt5,close_below_ma5,2025,8,-0.02207848798845044,-0.043534300416929905,0.25,-0.013623979125380034,-0.03293691170988833,0.375,3.875,2.5,1.0,,,1.0,,,,
adj,candidate_a_repo50_c440_c5gt5,close_below_ma5,2026,24,0.1025388750752002,0.009519825999665388,0.5416666666666666,0.08810458690258882,0.0031067638121474728,0.5416666666666666,5.75,4.0,1.0,,,1.0,,,,
adj,candidate_a_repo50_c440_c5gt5,close_sl8,2023,8,0.05633633728897823,-0.09114625197183385,0.25,0.049096929539535136,-0.0746924299680442,0.25,11.125,10.0,0.625,,0.375,,0.625,,,
adj,candidate_a_repo50_c440_c5gt5,close_sl8,2024,4,0.16887371382211944,-0.0618554859567883,0.25,0.16639783231024136,-0.0728164722265206,0.25,13.5,14.5,0.5,,0.5,,0.5,,,
