group,label,trades,retention,avg_return,median_return,win_return,pf_return,avg_excess,median_excess,win_excess,pf_excess,right_tail_20pct,right_tail_50pct,bad_loss_minus10pct,avg_ret60_signal,median_ret60_signal,mode
risk_badge,adj: risk_daily_long_ma_bear=False,43,1.0,0.21208142269901878,0.1447178007091407,0.6744186046511628,6.517467632325787,0.1597482444232622,0.0886193862734387,0.627906976744186,4.763724128363104,0.4186046511627907,0.18604651162790697,0.18604651162790697,0.503711858306352,0.408099691352239,adj
risk_badge,adj: risk_daily_long_ma_bear=True,0,0.0,,,,,,,,,,,,,,adj
risk_badge,adj: risk_weekly_long_ma_bear=False,41,0.9534883720930233,0.21956246198870813,0.1447178007091407,0.6829268292682927,7.1524538748002255,0.16920296731836038,0.0886193862734387,0.6341463414634146,5.473706468224136,0.4146341463414634,0.1951219512195122,0.17073170731707318,0.5027537395206534,0.408099691352239,adj
risk_badge,adj: risk_weekly_long_ma_bear=True,2,0.046511627906976744,0.05872011726038734,0.05872011726038734,0.5,1.6191627554164894,-0.03407357492625149,-0.03407357492625149,0.5,0.7516618324588168,0.5,0.0,0.5,0.5233532934131736,0.5233532934131736,adj
risk_badge,adj: risk_any_long_ma_bear=False,41,0.9534883720930233,0.21956246198870813,0.1447178007091407,0.6829268292682927,7.1524538748002255,0.16920296731836038,0.0886193862734387,0.6341463414634146,5.473706468224136,0.4146341463414634,0.1951219512195122,0.17073170731707318,0.5027537395206534,0.408099691352239,adj
risk_badge,adj: risk_any_long_ma_bear=True,2,0.046511627906976744,0.05872011726038734,0.05872011726038734,0.5,1.6191627554164894,-0.03407357492625149,-0.03407357492625149,0.5,0.7516618324588168,0.5,0.0,0.5,0.5233532934131736,0.5233532934131736,adj
risk_badge,adj: risk_daily_right_shoulder=False,43,1.0,0.21208142269901878,0.1447178007091407,0.6744186046511628,6.517467632325787,0.1597482444232622,0.0886193862734387,0.627906976744186,4.763724128363104,0.4186046511627907,0.18604651162790697,0.18604651162790697,0.503711858306352,0.408099691352239,adj
risk_badge,adj: risk_daily_right_shoulder=True,0,0.0,,,,,,,,,,,,,,adj
risk_badge,adj: risk_weekly_right_shoulder=False,40,0.9302325581395349,0.19353305183502903,0.11899721512483044,0.65,5.683643671600893,0.14324387559050816,0.06909520479366345,0.6,4.139419037904278,0.4,0.175,0.2,0.48536895663095303,0.37536430002998156,adj
risk_badge,adj: risk_weekly_right_shoulder=True,3,0.06976744186046512,0.45939303421888206,0.4813793103448276,1.0,inf,0.3798064955266491,0.4384973043036904,1.0,inf,0.6666666666666666,0.3333333333333333,0.0,0.7482838806450047,0.8664122168836799,adj
