date,stock_id,stock_name,industry_category,price_mode,candidate,close,avg_amount_20d,range_pos,gap1,gap2,ret_20d,days_since_max_volume,top5_volume_ratio_120,signal_day_ret_1d,next_open_gap,t1_open_excess_20d,t1_open_excess_60d,risk_signal_day_gt9,risk_next_gap_gt3,risk_liquidity_lt100m,is_main_spec,is_weak_momentum,is_floor15_observation,is_high_open_risk,is_low_liquidity_risk,momentum_bucket_zh,strategy_role_zh,research_priority_zh,research_tags,source_type,ret_60d_signal,ret60_cap150_pass,top1_to_top3_volume_ratio,top1_to_top5_volume_ratio,top1_to_top10_volume_ratio,volume_gap_risk_zh,volgap_subtype_zh,volgap_score_impact,risk_daily_long_ma_bear,risk_weekly_long_ma_bear,risk_any_long_ma_bear,risk_long_ma_score,risk_badge_zh,signal_group_id,signal_date,data_through,generated_at,spec_version,canonical_candidate,canonical_price_mode,hit_candidates,hit_candidate_labels,price_modes,price_mode_labels,alias_count,alias_rows,primary_reason,risk_reason,priority_reason,volume_reason,trace_reasons,risk_v2_level,risk_v2_label_zh,risk_v2_primary_badge_zh,risk_v2_badges_zh,risk_v2_reasons_zh,risk_v2_action_hint_zh,risk_v2_sort_rank,risk_v2_rule_version,risk_v2_is_display_only
2026-06-26,6213,聯茂,電子零組件業,raw,A_repo50_c4_40_fixed20,346.5,5154917700.7,1.0,0.0936566508522227,0.1352485180118559,0.2531645569620253,47.0,0.8099965631438237,0.0206185567010308,0.0375180375180375,,,False,True,False,True,False,True,True,False,中高25-30%,主規格CandidateA,中優先-有交易風險,主規格;floor15觀察;高開風險,reconstructed,1.1930379746835444,True,1.1275615418172358,1.234573139568296,1.7555490300375718,量能結構正常,正常,0,False,False,False,0,研究中,6213_2026-06-26,2026-06-26,2026-06-30,2026-07-01T23:16:48,A_repo50_c4_40_fixed20,A_repo50_c4_40_fixed20,raw,A_repo50_c4_40_fixed20;B_magic_c4_40_fixed20,A組主清單;B組補看,raw;adjusted,原始價;還原價,4,"{'date': '2026-06-26', 'stock_id': '6213', 'stock_name': '聯茂', 'industry_category': '電子零組件業', 'price_mode': 'raw', 'candidate': 'A_repo50_c4_40_fixed20', 'close': 346.5, 'avg_amount_20d': 5154917700.7, 'range_pos': 1.0, 'gap1': 0.0936566508522227, 'gap2': 0.1352485180118559, 'ret_20d': 0.2531645569620253, 'days_since_max_volume': 47.0, 'top5_volume_ratio_120': 0.8099965631438237, 'signal_day_ret_1d': 0.0206185567010308, 'next_open_gap': 0.0375180375180375, 't1_open_excess_20d': None, 't1_open_excess_60d': None, 'risk_signal_day_gt9': False, 'risk_next_gap_gt3': True, 'risk_liquidity_lt100m': False, 'is_main_spec': True, 'is_weak_momentum': False, 'is_floor15_observation': True, 'is_high_open_risk': True, 'is_low_liquidity_risk': False, 'momentum_bucket_zh': '中高25-30%', 'strategy_role_zh': '主規格CandidateA', 'research_priority_zh': '中優先-有交易風險', 'research_tags': '主規格;floor15觀察;高開風險', 'source_type': 'reconstructed', 'ret_60d_signal': 1.1930379746835444, 'ret60_cap150_pass': True, 'top1_to_top3_volume_ratio': 1.1275615418172358, 'top1_to_top5_volume_ratio': 1.234573139568296, 'top1_to_top10_volume_ratio': 1.7555490300375718, 'volume_gap_risk_zh': '量能結構正常', 'volgap_subtype_zh': '正常', 'volgap_score_impact': 0, 'risk_daily_long_ma_bear': False, 'risk_weekly_long_ma_bear': False, 'risk_any_long_ma_bear': False, 'risk_long_ma_score': 0, 'risk_badge_zh': '研究中'};{'date': '2026-06-26', 'stock_id': '6213', 'stock_name': '聯茂', 'industry_category': '電子零組件業', 'price_mode': 'adjusted', 'candidate': 'A_repo50_c4_40_fixed20', 'close': 346.5, 'avg_amount_20d': 5154917700.7, 'range_pos': 1.0, 'gap1': 0.0936566508522227, 'gap2': 0.1352485180118559, 'ret_20d': 0.2531645569620253, 'days_since_max_volume': 47.0, 'top5_volume_ratio_120': 0.8099965631438237, 'signal_day_ret_1d': 0.0206185567010308, 'next_open_gap': 0.0375180375180375, 't1_open_excess_20d': None, 't1_open_excess_60d': None, 'risk_signal_day_gt9': False, 'risk_next_gap_gt3': True, 'risk_liquidity_lt100m': False, 'is_main_spec': True, 'is_weak_momentum': False, 'is_floor15_observation': True, 'is_high_open_risk': True, 'is_low_liquidity_risk': False, 'momentum_bucket_zh': '中高25-30%', 'strategy_role_zh': '主規格CandidateA', 'research_priority_zh': '中優先-有交易風險', 'research_tags': '主規格;floor15觀察;高開風險', 'source_type': 'reconstructed', 'ret_60d_signal': None, 'ret60_cap150_pass': None, 'top1_to_top3_volume_ratio': None, 'top1_to_top5_volume_ratio': None, 'top1_to_top10_volume_ratio': None, 'volume_gap_risk_zh': '待補', 'volgap_subtype_zh': '待補', 'volgap_score_impact': 0, 'risk_daily_long_ma_bear': None, 'risk_weekly_long_ma_bear': None, 'risk_any_long_ma_bear': None, 'risk_long_ma_score': 0, 'risk_badge_zh': '研究中'};{'date': '2026-06-26', 'stock_id': '6213', 'stock_name': '聯茂', 'industry_category': '電子零組件業', 'price_mode': 'raw', 'candidate': 'B_magic_c4_40_fixed20', 'close': 346.5, 'avg_amount_20d': 5154917700.7, 'range_pos': 1.0, 'gap1': 0.0936566508522227, 'gap2': 0.1352485180118559, 'ret_20d': 0.2531645569620253, 'days_since_max_volume': 47.0, 'top5_volume_ratio_120': 0.8099965631438237, 'signal_day_ret_1d': 0.0206185567010308, 'next_open_gap': 0.0375180375180375, 't1_open_excess_20d': None, 't1_open_excess_60d': None, 'risk_signal_day_gt9': False, 'risk_next_gap_gt3': True, 'risk_liquidity_lt100m': False, 'is_main_spec': False, 'is_weak_momentum': False, 'is_floor15_observation': False, 'is_high_open_risk': True, 'is_low_liquidity_risk': False, 'momentum_bucket_zh': '中高25-30%', 'strategy_role_zh': '寬基準觀察', 'research_priority_zh': '規格觀察', 'research_tags': '非主規格;高開風險', 'source_type': 'reconstructed', 'ret_60d_signal': 1.1930379746835444, 'ret60_cap150_pass': True, 'top1_to_top3_volume_ratio': 1.1275615418172358, 'top1_to_top5_volume_ratio': 1.234573139568296, 'top1_to_top10_volume_ratio': 1.7555490300375718, 'volume_gap_risk_zh': '量能結構正常', 'volgap_subtype_zh': '正常', 'volgap_score_impact': 0, 'risk_daily_long_ma_bear': False, 'risk_weekly_long_ma_bear': False, 'risk_any_long_ma_bear': False, 'risk_long_ma_score': 0, 'risk_badge_zh': '研究中'};{'date': '2026-06-26', 'stock_id': '6213', 'stock_name': '聯茂', 'industry_category': '電子零組件業', 'price_mode': 'adjusted', 'candidate': 'B_magic_c4_40_fixed20', 'close': 346.5, 'avg_amount_20d': 5154917700.7, 'range_pos': 1.0, 'gap1': 0.0936566508522227, 'gap2': 0.1352485180118559, 'ret_20d': 0.2531645569620253, 'days_since_max_volume': 47.0, 'top5_volume_ratio_120': 0.8099965631438237, 'signal_day_ret_1d': 0.0206185567010308, 'next_open_gap': 0.0375180375180375, 't1_open_excess_20d': None, 't1_open_excess_60d': None, 'risk_signal_day_gt9': False, 'risk_next_gap_gt3': True, 'risk_liquidity_lt100m': False, 'is_main_spec': False, 'is_weak_momentum': False, 'is_floor15_observation': False, 'is_high_open_risk': True, 'is_low_liquidity_risk': False, 'momentum_bucket_zh': '中高25-30%', 'strategy_role_zh': '寬基準觀察', 'research_priority_zh': '規格觀察', 'research_tags': '非主規格;高開風險', 'source_type': 'reconstructed', 'ret_60d_signal': None, 'ret60_cap150_pass': None, 'top1_to_top3_volume_ratio': None, 'top1_to_top5_volume_ratio': None, 'top1_to_top10_volume_ratio': None, 'volume_gap_risk_zh': '待補', 'volgap_subtype_zh': '待補', 'volgap_score_impact': 0, 'risk_daily_long_ma_bear': None, 'risk_weekly_long_ma_bear': None, 'risk_any_long_ma_bear': None, 'risk_long_ma_score': 0, 'risk_badge_zh': '研究中'}",A組主清單命中；近20天漲幅 25.3%，近20日均成交 51.5億,隔日開盤高 3.8%，可能有追高風險,可看，但先查風險,近20日均成交 51.5億,"{'kind': 'main', 'text': 'A組主清單命中；近20天漲幅 25.3%，近20日均成交 51.5億'};{'kind': 'risk', 'text': '隔日開盤高 3.8%，可能有追高風險'};{'kind': 'versions', 'text': '同日共 4 筆版本：A組主清單, B組補看；原始價, 還原價'}",2,高追高 / 只觀察,只觀察,只觀察;高追高;開高風險;漲幅已大,隔日開盤高 3.8%，超過 3% 高追高門檻;同時觸發兩個以上追高警戒條件;隔日開盤高 3.8%，超過 1% 追高警戒門檻;近 20 天已漲 25.3%，超過 25% 追高警戒門檻,只觀察；已偏追高，不建議直接追價,2,p2_2026_07_02,True
